,cc_id,nir,red,blue,green,emad,smad,bcmad,count,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,y,x,spatial_ref,time,cai,ndvi,ndwi,mndwi,ndti,b_g,b_r,mci,ndci,stumpf,ln_bg
569,8,0.054899998,0.0591,0.0742,0.0709,0.13450989,1.4298051e-06,2.6106047e-05,0.003,0.058399998,0.065299995,0.0548,0.050499998,0.0674,0.0616,0.0585,0.06,-1058475.0,-302575.0,3832,2024-01-01,-0.048022572,-0.03684211,0.12718603,0.12808274,-0.09076925,1.0465444,1.2554991,0.89123374,0.02071252,2.9600263,0.04549372
570,8,0.051099997,0.0557,0.0718,0.0677,0.121551074,1.2214065e-06,2.6646685e-05,0.0029,0.0554,0.0611,0.0524,0.0484,0.063999996,0.058799997,0.055999998,0.057299998,-1058515.0,-302545.0,3832,2024-01-01,-0.057437446,-0.04307119,0.13973065,0.12739383,-0.09724472,1.0605613,1.2890484,0.86904764,0.027074207,2.7906754,0.058798295
571,8,0.049399998,0.051799998,0.0676,0.0663,0.11755461,1.350966e-06,2.8593158e-05,0.0028,0.054399997,0.0594,0.0497,0.046099998,0.0652,0.0557,0.0535,0.055,-1058555.0,-302515.0,3832,2024-01-01,-0.018072259,-0.023715412,0.14606743,0.14310344,-0.122777306,1.0196078,1.3050193,0.88689405,0.036279093,3.3050761,0.019418027
572,8,0.0503,0.0546,0.0698,0.068399996,0.121252686,1.3098925e-06,2.6301395e-05,0.0028,0.0541,0.0607,0.0512,0.047799997,0.0633,0.057699997,0.054399997,0.0561,-1058585.0,-302475.0,3832,2024-01-01,-0.04883545,-0.04099144,0.15248524,0.14381269,-0.11219509,1.0204679,1.2783883,0.8717505,0.027604602,3.3204165,0.020261224
573,8,0.051099997,0.057,0.072799996,0.0755,0.12079651,1.4622151e-06,2.743759e-05,0.0028,0.0554,0.0583,0.0514,0.048,0.067,0.058399998,0.055099998,0.056599997,-1058645.0,-302435.0,3832,2024-01-01,-0.041487798,-0.054579124,0.19273302,0.18991332,-0.13962263,0.9642384,1.277193,0.875,0.012131695,3.0990028,-0.036416706
574,8,0.0512,0.055299997,0.0699,0.066599995,0.121726364,1.0147481e-06,2.8062897e-05,0.0028,0.0557,0.057699997,0.0517,0.0482,0.0641,0.058,0.0552,0.0563,-1058665.0,-302485.0,3832,2024-01-01,-0.04328359,-0.038497638,0.13073002,0.12595095,-0.09269892,1.0495496,1.2640145,0.8827586,0.023830548,2.8692095,0.0483611
575,8,0.0512,0.054899998,0.0703,0.0657,0.11830637,1.4906764e-06,2.7859043e-05,0.0029,0.0541,0.061699998,0.0513,0.0471,0.063,0.0579,0.0545,0.0554,-1058595.0,-302535.0,3832,2024-01-01,-0.054763664,-0.03487276,0.12403767,0.12307694,-0.08955227,1.0700152,1.2805101,0.88428324,0.026595766,2.6974583,0.06767285
576,8,0.051799998,0.056199998,0.0721,0.067099996,0.12204758,1.3111382e-06,2.6086931e-05,0.003,0.0554,0.0648,0.0528,0.048899997,0.066,0.0587,0.055999998,0.0574,-1058555.0,-302555.0,3832,2024-01-01,-0.044170883,-0.040740743,0.12867956,0.119266026,-0.088402264,1.0745157,1.2829182,0.88245314,0.021758063,2.6869867,0.071870044
577,8,0.0532,0.0574,0.072799996,0.069699995,0.12956356,1.1194885e-06,2.7204102e-05,0.003,0.057699997,0.0652,0.0546,0.050699998,0.0673,0.0611,0.058,0.059299998,-1058495.0,-302595.0,3832,2024-01-01,-0.039257646,-0.03797469,0.13425547,0.12148025,-0.09677417,1.0444764,1.2682927,0.87070376,0.031223625,2.9646444,0.043515693
578,8,0.052199997,0.0572,0.0735,0.0685,0.12573801,1.1929571e-06,2.796851e-05,0.003,0.0572,0.065,0.053799998,0.0501,0.0687,0.0596,0.057,0.0583,-1058435.0,-302635.0,3832,2024-01-01,-0.033755273,-0.045703866,0.13504557,0.12019623,-0.08989656,1.0729928,1.284965,0.8758389,0.020547943,2.7144015,0.07045175
579,8,0.052699998,0.0578,0.0739,0.0692,0.12607631,8.074224e-07,2.5909269e-05,0.0030999999,0.056399997,0.0663,0.0535,0.0506,0.069,0.06,0.0567,0.0583,-1058375.0,-302675.0,3832,2024-01-01,-0.03428972,-0.046153855,0.13535687,0.12795436,-0.0897638,1.067919,1.2785467,0.87833333,0.018675722,2.757001,0.06571191
580,8,0.0539,0.0594,0.0751,0.0712,0.11722114,1.0962784e-06,2.6562928e-05,0.0032,0.0581,0.067499995,0.0552,0.051599998,0.070599996,0.0626,0.059,0.060099997,-1058415.0,-302755.0,3832,2024-01-01,-0.030885395,-0.04854369,0.13828936,0.12658228,-0.09035221,1.0547752,1.2643098,0.86102235,0.026229525,2.885797,0.053327706
581,8,0.052699998,0.056599997,0.072799996,0.067499995,0.11358444,1.0672748e-06,2.5999825e-05,0.0032,0.0574,0.0667,0.0537,0.050499998,0.0679,0.060399998,0.0576,0.058799997,-1058455.0,-302815.0,3832,2024-01-01,-0.034825824,-0.0356816,0.1231281,0.11386135,-0.087832384,1.0785185,1.2862191,0.8725166,0.03247864,2.6680868,0.07558835
582,8,0.0556,0.06,0.0762,0.0709,0.10771174,9.889155e-07,2.676667e-05,0.0032,0.0605,0.0679,0.057,0.053099997,0.0714,0.063999996,0.060099997,0.061699998,-1058465.0,-302715.0,3832,2024-01-01,-0.03252032,-0.038062286,0.120948635,0.108678654,-0.08326969,1.0747532,1.2700001,0.86875004,0.03225804,2.7339725,0.07209102
583,8,0.053299997,0.058799997,0.072299995,0.0678,0.110155955,1.0842591e-06,2.5986414e-05,0.0032,0.0574,0.067099996,0.053799998,0.0504,0.068399996,0.0611,0.0579,0.058599997,-1058495.0,-302785.0,3832,2024-01-01,-0.027718546,-0.04906334,0.11973579,0.115131594,-0.07109007,1.0663716,1.2295918,0.8723404,0.019182667,2.749406,0.064261824
584,8,0.050699998,0.055299997,0.0703,0.0659,0.124860406,9.96387e-07,2.6492296e-05,0.003,0.055499997,0.0628,0.0525,0.048899997,0.064899996,0.058599997,0.0558,0.057099998,-1058515.0,-302675.0,3832,2024-01-01,-0.039940845,-0.043396227,0.13036022,0.11317568,-0.08745875,1.0667678,1.2712477,0.8651877,0.028972786,2.7217429,0.06463334
585,8,0.0495,0.0545,0.0699,0.065299995,0.11632186,1.1701584e-06,2.4919222e-05,0.0030999999,0.0546,0.063599996,0.051799998,0.0491,0.0656,0.058199998,0.0552,0.056399997,-1058555.0,-302755.0,3832,2024-01-01,-0.031734306,-0.048076913,0.13763063,0.11528607,-0.09015023,1.0704441,1.2825688,0.8505155,0.032830518,2.6895041,0.068073615
586,8,0.047399998,0.0528,0.067099996,0.062299997,0.12127004,1.3483763e-06,2.6536389e-05,0.0030999999,0.053099997,0.0646,0.0497,0.047199998,0.0655,0.0557,0.052899998,0.0546,-1058595.0,-302715.0,3832,2024-01-01,-0.012066345,-0.053892236,0.13582498,0.11249998,-0.0825369,1.0770465,1.2708333,0.8509874,0.026728116,2.6110215,0.07422259
587,8,0.0521,0.0557,0.071899995,0.0668,0.12510015,7.7338217e-07,2.96445e-05,0.0029,0.0556,0.0585,0.051999997,0.0488,0.0647,0.0581,0.055499997,0.057,-1058555.0,-302655.0,3832,2024-01-01,-0.052708607,-0.03339519,0.123633295,0.12457913,-0.090612225,1.0763472,1.2908437,0.89672977,0.021089626,2.6720679,0.07357311
588,8,0.048,0.052899998,0.067099996,0.062299997,0.11815195,1.0282278e-06,2.7975022e-05,0.0029,0.0519,0.0583,0.048899997,0.045599997,0.062299997,0.055,0.0524,0.0536,-1058645.0,-302675.0,3832,2024-01-01,-0.03709428,-0.04856291,0.12964639,0.120503604,-0.08159722,1.0770465,1.268431,0.8727273,0.019462485,2.6110215,0.07422259
589,8,0.0504,0.0534,0.069299996,0.064899996,0.118879706,1.2097299e-06,2.7449265e-05,0.0029,0.051799998,0.0598,0.049,0.045199998,0.0625,0.0554,0.0521,0.0535,-1058595.0,-302615.0,3832,2024-01-01,-0.051593293,-0.02890172,0.12575886,0.13959612,-0.09721047,1.0677966,1.2977527,0.9097473,0.018382357,2.7016957,0.06559726
590,8,0.0482,0.0517,0.067,0.0629,0.119251095,1.0022103e-06,2.9204528e-05,0.0029,0.051099997,0.0585,0.048299998,0.045199998,0.0625,0.0543,0.0515,0.052699998,-1058685.0,-302645.0,3832,2024-01-01,-0.034749046,-0.035035033,0.13231322,0.13129498,-0.09773123,1.0651829,1.2959381,0.88766116,0.024528295,2.6931865,0.06314655
591,8,0.0488,0.0521,0.0685,0.0634,0.11034147,1.2150525e-06,2.688176e-05,0.0029,0.0508,0.060099997,0.0484,0.0449,0.063,0.054899998,0.051599998,0.0528,-1058625.0,-302565.0,3832,2024-01-01,-0.041825064,-0.03270565,0.13012479,0.13416816,-0.0978355,1.0804416,1.3147793,0.8888889,0.026168216,2.605759,0.07736984
592,8,0.0497,0.053999998,0.069299996,0.0639,0.1169448,1.0342776e-06,2.8048458e-05,0.0028,0.053299997,0.056399997,0.0502,0.047,0.0637,0.056599997,0.0536,0.055299997,-1058725.0,-302585.0,3832,2024-01-01,-0.042105254,-0.04146575,0.12500001,0.12007012,-0.083969496,1.084507,1.2833333,0.87809193,0.023508132,2.5900826,0.0811255
593,8,0.050499998,0.054399997,0.069699995,0.0648,0.12187026,1.122567e-06,2.8097738e-05,0.003,0.0552,0.063999996,0.0519,0.0488,0.0657,0.0579,0.054399997,0.0559,-1058695.0,-302525.0,3832,2024-01-01,-0.029542048,-0.037178256,0.12402432,0.11053986,-0.08724836,1.0756172,1.28125,0.8721934,0.03116655,2.6510544,0.07289463
594,8,0.051,0.0559,0.074,0.0707,0.123446,1.2269974e-06,2.6231113e-05,0.003,0.0561,0.0657,0.0532,0.049,0.0699,0.0603,0.057,0.058,-1058105.0,-302755.0,3832,2024-01-01,-0.028492024,-0.045837242,0.16187344,0.14124292,-0.11690361,1.0466762,1.3237925,0.84577113,0.037865747,2.9557981,0.04561958
595,8,0.051,0.055999998,0.0726,0.067499995,0.11320117,1.1415004e-06,2.5623458e-05,0.003,0.0559,0.0641,0.0532,0.0497,0.0667,0.0592,0.0558,0.057699997,-1058175.0,-302775.0,3832,2024-01-01,-0.042354655,-0.046728965,0.13924047,0.118475534,-0.09311739,1.0755557,1.2964286,0.8614865,0.027777797,2.6857216,0.07283744
596,8,0.050899997,0.0568,0.0721,0.067099996,0.1105638,1.0298312e-06,2.5572737e-05,0.0029,0.0546,0.0616,0.0515,0.048,0.0654,0.058599997,0.055299997,0.057,-1058255.0,-302765.0,3832,2024-01-01,-0.04872729,-0.05478183,0.13728814,0.13153455,-0.08313152,1.0745157,1.2693661,0.86860067,0.015597894,2.6869867,0.071870044
597,8,0.0506,0.054199997,0.0712,0.0657,0.120720506,1.0267287e-06,2.4875038e-05,0.003,0.053999998,0.062099997,0.051099997,0.0475,0.0654,0.057699997,0.0546,0.055999998,-1058325.0,-302715.0,3832,2024-01-01,-0.04245975,-0.03435112,0.12983665,0.12500004,-0.0959133,1.0837138,1.3136531,0.8769498,0.031277925,2.616543,0.08039382
598,8,0.0499,0.0567,0.072399996,0.0676,0.11703639,1.1064649e-06,2.693801e-05,0.0030999999,0.0556,0.063999996,0.053,0.0491,0.0687,0.059899997,0.0567,0.057499997,-1058365.0,-302805.0,3832,2024-01-01,-0.026222508,-0.06378987,0.15063828,0.12106134,-0.08769106,1.071006,1.2768959,0.83305514,0.027444242,2.7155812,0.06859834
599,8,0.0539,0.0587,0.0762,0.069699995,0.12012182,9.890199e-07,2.7227788e-05,0.0030999999,0.0576,0.0646,0.0546,0.051,0.069299996,0.0624,0.0583,0.0598,-1058285.0,-302855.0,3832,2024-01-01,-0.047422715,-0.04262877,0.12783168,0.12148025,-0.085669756,1.093257,1.2981261,0.86378205,0.030553257,2.6163049,0.08916128
600,8,0.0539,0.059,0.075399995,0.069,0.11927827,9.915202e-07,2.499565e-05,0.0032,0.057499997,0.066199996,0.0552,0.0514,0.0696,0.062,0.0585,0.06,-1058185.0,-302845.0,3832,2024-01-01,-0.039999958,-0.045172725,0.12286411,0.111111104,-0.07812499,1.0927535,1.277966,0.86935484,0.024793377,2.6103458,0.08870068
601,8,0.053999998,0.0592,0.076799996,0.0731,0.11846343,8.585125e-07,2.3873685e-05,0.0032,0.0579,0.0661,0.0547,0.051,0.0713,0.060999997,0.0569,0.059,-1058075.0,-302825.0,3832,2024-01-01,-0.037137046,-0.04593642,0.15027541,0.14397497,-0.10506425,1.0506155,1.2972972,0.8852459,0.014975017,2.950502,0.04937623
602,8,0.0528,0.058599997,0.077199996,0.0704,0.11183436,1.273492e-06,2.2969021e-05,0.0032,0.057,0.0669,0.0539,0.050699998,0.0704,0.0607,0.0569,0.0585,-1058085.0,-302935.0,3832,2024-01-01,-0.046070434,-0.052064613,0.14285715,0.13274336,-0.091472894,1.0965909,1.3174062,0.8698517,0.0176027,2.608564,0.092206165
603,8,0.053099997,0.0589,0.0751,0.0709,0.11512722,1.002574e-06,2.2587617e-05,0.0032,0.0579,0.067,0.0545,0.051,0.0704,0.0614,0.0579,0.0594,-1058145.0,-302945.0,3832,2024-01-01,-0.032302387,-0.051785726,0.14354841,0.1307815,-0.09244994,1.0592383,1.2750424,0.8648208,0.020781392,2.8442042,0.057550073
604,8,0.0568,0.0618,0.0786,0.0726,0.11350752,9.891033e-07,2.5377625e-05,0.0033,0.060999997,0.071499996,0.058199998,0.0539,0.0722,0.065299995,0.0614,0.0628,-1058225.0,-302985.0,3832,2024-01-01,-0.0424403,-0.042158507,0.122102,0.11009176,-0.08035715,1.0826446,1.2718446,0.8698316,0.027537342,2.7080917,0.07940674
605,8,0.057499997,0.0633,0.0786,0.0738,0.112974435,1.0754883e-06,2.261875e-05,0.0033,0.0628,0.07,0.0603,0.0556,0.0735,0.0672,0.0634,0.065,-1058315.0,-303015.0,3832,2024-01-01,-0.033530552,-0.04801326,0.12414318,0.10067113,-0.076586425,1.0650406,1.2417061,0.8556548,0.029885052,2.838086,0.063012905
606,8,0.055499997,0.060999997,0.0765,0.071499996,0.121369235,1.5686393e-06,2.8125003e-05,0.0033,0.060399998,0.072299995,0.0579,0.053999998,0.0735,0.0648,0.0611,0.0622,-1058385.0,-302935.0,3832,2024-01-01,-0.01999999,-0.047210306,0.12598425,0.10510043,-0.07924528,1.0699301,1.2540984,0.85648143,0.030206716,2.7731996,0.0675933
607,8,0.0576,0.0633,0.0796,0.073699996,0.11793962,1.2670397e-06,2.8107284e-05,0.0032,0.0607,0.0703,0.0579,0.0535,0.0727,0.064899996,0.0607,0.0624,-1058345.0,-302855.0,3832,2024-01-01,-0.045305304,-0.0471464,0.12261993,0.120060764,-0.07591239,1.0800543,1.257504,0.8875193,0.012480479,2.7369711,0.0770113
608,8,0.056399997,0.0616,0.078099996,0.0717,0.110254474,1.3924181e-06,2.7485263e-05,0.0033,0.059299998,0.072,0.057,0.0534,0.073199995,0.0645,0.059699997,0.061699998,-1058425.0,-302875.0,3832,2024-01-01,-0.032385997,-0.044067815,0.11943796,0.11421911,-0.07576893,1.0892608,1.2678571,0.8744186,0.022997595,2.660827,0.085499324
609,8,0.055299997,0.0611,0.077199996,0.072,0.117698655,1.2233197e-06,2.4115227e-05,0.0033,0.0598,0.0704,0.0568,0.0534,0.073,0.063999996,0.0603,0.0614,-1058295.0,-302925.0,3832,2024-01-01,-0.027962694,-0.04982819,0.13118617,0.11801239,-0.081893295,1.0722222,1.2635024,0.8640625,0.023181433,2.7643557,0.06973335
610,8,0.0558,0.060399998,0.0777,0.0717,0.1111904,1.2102782e-06,2.5317297e-05,0.0033,0.0592,0.07,0.0561,0.051999997,0.072,0.0635,0.060099997,0.061199997,-1058235.0,-302905.0,3832,2024-01-01,-0.038076155,-0.039586917,0.12470589,0.12206572,-0.08554126,1.083682,1.2864238,0.87874013,0.02502021,2.691032,0.08036445
611,8,0.0515,0.058,0.0735,0.0682,0.1159016,1.2478858e-06,2.68912e-05,0.0032,0.0565,0.067099996,0.053999998,0.0506,0.0696,0.060799997,0.0576,0.0592,-1058175.0,-302905.0,3832,2024-01-01,-0.027253663,-0.059360716,0.13951544,0.116202965,-0.08082411,1.0777127,1.2672414,0.8470395,0.023569016,2.6816442,0.07484088
612,8,0.0521,0.057299998,0.0733,0.069299996,0.11397082,1.1902273e-06,2.5396033e-05,0.003,0.0559,0.0642,0.053299997,0.049399998,0.0679,0.060999997,0.056599997,0.0581,-1058235.0,-302815.0,3832,2024-01-01,-0.038243584,-0.04753198,0.14168037,0.13050571,-0.09478672,1.0577201,1.2792321,0.8540984,0.031276412,2.8348446,0.056115713
613,8,0.0539,0.0592,0.0739,0.069699995,0.11971069,1.1761963e-06,2.6207988e-05,0.0032,0.0583,0.0691,0.0557,0.0526,0.0714,0.0618,0.0585,0.059499998,-1058395.0,-303045.0,3832,2024-01-01,-0.017205765,-0.046861187,0.12783168,0.11164271,-0.081458464,1.0602583,1.2483108,0.8721683,0.021487597,2.8199117,0.05851253
614,8,0.053799998,0.0591,0.0749,0.0694,0.124353915,1.3429224e-06,2.5831914e-05,0.0030999999,0.057499997,0.0683,0.0557,0.051999997,0.071499996,0.062099997,0.058399998,0.0592,-1058475.0,-303075.0,3832,2024-01-01,-0.02322408,-0.0469442,0.12662338,0.10951237,-0.08015563,1.0792508,1.2673435,0.86634463,0.024752464,2.6876967,0.07626711
615,8,0.0512,0.056399997,0.071499996,0.0668,0.12526499,1.2724072e-06,2.8118491e-05,0.003,0.0554,0.0637,0.0521,0.049,0.066199996,0.058799997,0.055499997,0.0567,-1058595.0,-303095.0,3832,2024-01-01,-0.038489476,-0.048327126,0.13220339,0.123633295,-0.08441559,1.0703592,1.2677305,0.87074834,0.02083333,2.7094536,0.06799431
616,8,0.0491,0.053799998,0.0687,0.0632,0.11931494,1.3958991e-06,2.826805e-05,0.003,0.0535,0.0635,0.050499998,0.0477,0.065,0.0563,0.0539,0.0548,-1058655.0,-303095.0,3832,2024-01-01,-0.02767392,-0.04567539,0.12555653,0.11169744,-0.080341876,1.0870254,1.2769518,0.8721137,0.022706643,2.5684838,0.08344498
617,8,0.055299997,0.0607,0.076299995,0.0711,0.12319578,1.3809919e-06,2.840346e-05,0.0033,0.060099997,0.072799996,0.057,0.0532,0.073,0.0638,0.0602,0.061199997,-1058445.0,-302955.0,3832,2024-01-01,-0.022103123,-0.04655174,0.125,0.110070236,-0.078907415,1.0731364,1.2570016,0.8667711,0.024899602,2.746831,0.070585616
618,8,0.0532,0.058199998,0.072799996,0.0678,0.12376299,1.3670266e-06,2.6599586e-05,0.0030999999,0.058,0.067,0.0543,0.0503,0.0687,0.0618,0.0585,0.059499998,-1058495.0,-302975.0,3832,2024-01-01,-0.02897523,-0.044883296,0.12066117,0.110565126,-0.076190494,1.0737462,1.250859,0.8608414,0.030000012,2.7006934,0.071153656
619,8,0.050499998,0.0547,0.070999995,0.065,0.12369699,1.1740326e-06,2.6122105e-05,0.003,0.053999998,0.061899997,0.0519,0.047799997,0.0665,0.0585,0.054899998,0.0563,-1058545.0,-302985.0,3832,2024-01-01,-0.032727234,-0.03992396,0.12554112,0.11206158,-0.08604845,1.0923077,1.297989,0.8632478,0.033568915,2.56428,0.088292606
620,8,0.047399998,0.052199997,0.067499995,0.062299997,0.11341577,1.2618065e-06,2.6772492e-05,0.003,0.051799998,0.0607,0.0492,0.046099998,0.0637,0.055299997,0.0523,0.053999998,-1058625.0,-302985.0,3832,2024-01-01,-0.028963396,-0.048192766,0.13582498,0.11748878,-0.08820961,1.0834671,1.2931035,0.85714287,0.028837213,2.575766,0.080166206
621,8,0.051999997,0.056399997,0.0726,0.0669,0.118488595,1.1240184e-06,2.5649464e-05,0.0032,0.056199998,0.0669,0.053099997,0.0497,0.0695,0.0602,0.0561,0.058,-1058535.0,-302875.0,3832,2024-01-01,-0.021815624,-0.04059041,0.12531541,0.115000024,-0.08515817,1.0852017,1.2872341,0.86378735,0.03259006,2.6234012,0.08176591
622,8,0.0504,0.0567,0.0708,0.0665,0.12596259,1.1370182e-06,2.5770836e-05,0.0030999999,0.0557,0.063099995,0.051799998,0.049599998,0.0667,0.0585,0.0557,0.0569,-1058615.0,-302775.0,3832,2024-01-01,-0.029818201,-0.05882352,0.13772456,0.12426038,-0.07954547,1.0646616,1.2486773,0.86153847,0.015625006,2.7443473,0.06265702
623,8,0.0475,0.0519,0.0664,0.061199997,0.11846584,1.1943757e-06,2.6772519e-05,0.0029,0.0523,0.060799997,0.049,0.0458,0.062699996,0.055099998,0.0524,0.0536,-1058705.0,-302815.0,3832,2024-01-01,-0.028659979,-0.044265594,0.12603495,0.11070779,-0.082228094,1.0849674,1.2793834,0.862069,0.029906528,2.5543792,0.08154992
624,8,0.047799997,0.0524,0.0674,0.061699998,0.1170593,1.3075291e-06,2.610951e-05,0.003,0.0526,0.062099997,0.049,0.046299998,0.0637,0.0552,0.0525,0.0539,-1058695.0,-302935.0,3832,2024-01-01,-0.028222755,-0.04590822,0.12694065,0.11472447,-0.08150743,1.0923826,1.2862595,0.865942,0.026022295,2.5241153,0.08836114
625,8,0.049599998,0.055099998,0.07,0.0648,0.11871208,1.029244e-06,2.4409266e-05,0.003,0.0543,0.061499998,0.051099997,0.0479,0.064899996,0.057299998,0.0545,0.0556,-1058625.0,-302855.0,3832,2024-01-01,-0.037805814,-0.05253104,0.13286717,0.1182054,-0.08090078,1.0802469,1.2704175,0.86561954,0.019572955,2.6243484,0.07718965
626,8,0.0502,0.054899998,0.0683,0.0639,0.12516361,1.1988818e-06,3.0271529e-05,0.0029,0.0556,0.0596,0.053,0.049999997,0.0661,0.0587,0.055999998,0.057299998,-1058865.0,-303025.0,3832,2024-01-01,-0.016369047,-0.044719294,0.12007012,0.09324211,-0.07575761,1.0688576,1.2440802,0.85519594,0.03345071,2.6816473,0.06659037
627,8,0.050699998,0.055999998,0.0689,0.0646,0.12479127,1.6899377e-06,2.93751e-05,0.003,0.0557,0.0659,0.053,0.0499,0.065799996,0.0589,0.0567,0.057499997,-1058785.0,-302835.0,3832,2024-01-01,-0.023014108,-0.04967198,0.12055508,0.09863945,-0.07131012,1.0665635,1.2303572,0.86078095,0.025239347,2.7060962,0.064441785
628,8,0.0517,0.0563,0.070999995,0.0654,0.12680869,1.4047771e-06,2.915374e-05,0.0028,0.0572,0.060099997,0.0535,0.051,0.0668,0.0598,0.0567,0.0581,-1058905.0,-302845.0,3832,2024-01-01,-0.030478932,-0.042592593,0.116994,0.100084074,-0.07477402,1.0856268,1.2611011,0.8645485,0.030146424,2.6026924,0.08215756
629,8,0.0479,0.053099997,0.0659,0.0626,0.116553575,1.6534299e-06,3.0698968e-05,0.003,0.0535,0.0646,0.0502,0.0473,0.0646,0.0559,0.0536,0.0548,-1058815.0,-302915.0,3832,2024-01-01,-0.009961684,-0.051485136,0.1330317,0.109929085,-0.08210894,1.0527155,1.2410547,0.8568873,0.025688099,2.784755,0.051373057
630,8,0.0535,0.058399998,0.072799996,0.066599995,0.12719004,1.3768047e-06,2.7302378e-05,0.003,0.058,0.065299995,0.055,0.0515,0.0674,0.0614,0.058599997,0.059899997,-1058785.0,-302995.0,3832,2024-01-01,-0.03851637,-0.043789074,0.10907573,0.0953947,-0.065599985,1.0930932,1.2465754,0.8713355,0.025041755,2.5797734,0.08901144
631,8,0.049799997,0.055299997,0.0683,0.063999996,0.12579,1.5512347e-06,2.7383461e-05,0.0029,0.055299997,0.0635,0.0523,0.048899997,0.0654,0.058799997,0.0557,0.057,-1058765.0,-303105.0,3832,2024-01-01,-0.021690385,-0.052331116,0.12478031,0.10060187,-0.07292539,1.0671875,1.2350814,0.8469388,0.030674845,2.6940148,0.06502673
632,8,0.048699997,0.0537,0.067,0.062099997,0.1267676,2.4339795e-06,3.160827e-05,0.0029,0.0547,0.062699996,0.0521,0.0492,0.066599995,0.0578,0.0552,0.055999998,-1058845.0,-303125.0,3832,2024-01-01,-0.0029940628,-0.04882815,0.12093863,0.08756566,-0.07253884,1.0789051,1.2476723,0.8425605,0.03677129,2.5979886,0.07594674
633,8,0.0523,0.0578,0.070199996,0.065799996,0.13135737,1.4106452e-06,3.0912033e-05,0.0029,0.0569,0.0607,0.0541,0.050499998,0.0657,0.0602,0.057499997,0.058599997,-1058925.0,-303135.0,3832,2024-01-01,-0.03311254,-0.049954586,0.11430989,0.0975813,-0.06472491,1.0668693,1.2145329,0.8687708,0.02033898,2.719738,0.06472843
634,8,0.0526,0.0561,0.0713,0.0657,0.13352714,2.1900325e-06,3.0693267e-05,0.003,0.055499997,0.065799996,0.0526,0.0495,0.0656,0.059,0.055999998,0.0569,-1058975.0,-303185.0,3832,2024-01-01,-0.041636225,-0.03219871,0.11073543,0.11073543,-0.07881775,1.0852358,1.2709447,0.89152545,0.025195489,2.6084394,0.08179732
635,8,0.0532,0.058,0.072299995,0.067099996,0.13476418,1.8204629e-06,3.2925785e-05,0.003,0.058799997,0.064899996,0.0552,0.051999997,0.068399996,0.061699998,0.058799997,0.06,-1059065.0,-303205.0,3832,2024-01-01,-0.027718546,-0.043165464,0.11554445,0.09730169,-0.07274179,1.0774963,1.2465516,0.8622366,0.030910604,2.66904,0.0746401
636,8,0.049799997,0.0543,0.067999996,0.063599996,0.12793107,1.6118825e-06,3.2096807e-05,0.0032,0.054399997,0.060799997,0.0515,0.0479,0.0646,0.0576,0.0546,0.0559,-1059115.0,-303105.0,3832,2024-01-01,-0.025641011,-0.043227684,0.12169311,0.10512595,-0.078880385,1.0691824,1.2523019,0.8645833,0.029490616,2.675632,0.06689424
637,8,0.0537,0.058399998,0.0738,0.0673,0.11241869,1.6111552e-06,2.9434565e-05,0.0030999999,0.058399998,0.0624,0.056399997,0.0524,0.0681,0.062099997,0.058799997,0.0602,-1059015.0,-303075.0,3832,2024-01-01,-0.04016913,-0.04192683,0.11239669,0.08811643,-0.070803516,1.0965824,1.2636987,0.86473435,0.030705389,2.5716121,0.09219844
638,8,0.0535,0.058199998,0.071899995,0.067,0.128737,1.1969745e-06,2.929491e-05,0.0029,0.057299998,0.0603,0.0547,0.0513,0.0661,0.060999997,0.058,0.059,-1058935.0,-303035.0,3832,2024-01-01,-0.04202894,-0.04207697,0.11203321,0.10106822,-0.07028757,1.0731342,1.2353952,0.8770492,0.023489926,2.6942852,0.070583515
639,8,0.050499998,0.054899998,0.0691,0.0648,0.12845823,1.4711886e-06,3.2131597e-05,0.0032,0.0546,0.060999997,0.051799998,0.0481,0.0645,0.0583,0.055,0.0561,-1059145.0,-303105.0,3832,2024-01-01,-0.034431163,-0.041745733,0.12402432,0.11149231,-0.082706794,1.066358,1.2586521,0.8662092,0.030035352,2.7101226,0.06424907
640,8,0.053299997,0.058,0.073199995,0.0681,0.13224058,1.1692047e-06,3.0773735e-05,0.0029,0.057099998,0.0592,0.0537,0.0502,0.0668,0.0605,0.0576,0.058599997,-1059135.0,-303225.0,3832,2024-01-01,-0.045714267,-0.042228226,0.12191105,0.11822659,-0.08009516,1.0748898,1.2620689,0.8809917,0.021097058,2.6974275,0.07221813
641,8,0.0512,0.0554,0.0696,0.0655,0.121639475,1.2273133e-06,3.0653428e-05,0.0029,0.055299997,0.0578,0.0519,0.048699997,0.0645,0.0579,0.0552,0.0563,-1058935.0,-302935.0,3832,2024-01-01,-0.038031355,-0.039399628,0.12253642,0.115843266,-0.08354011,1.0625955,1.2563177,0.88428324,0.022065327,2.7459948,0.060714487
642,8,0.054199997,0.057299998,0.074099995,0.069299996,0.12674119,1.1735319e-06,2.5402614e-05,0.003,0.055499997,0.0665,0.052199997,0.048499998,0.0668,0.0592,0.056399997,0.057499997,-1057725.0,-303245.0,3832,2024-01-01,-0.051809777,-0.027802695,0.1222672,0.14074074,-0.09478672,1.069264,1.2931937,0.9155405,0.016309034,2.749133,0.06697061
