cc_id,nir,red,blue,green,emad,smad,bcmad,count,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,b_g,b_r,mci,ndci,ln_bg,contrast,homogeneity,energy,ASM,correlation,mean,entropy,y,x,time,spatial_ref
4,0.061199997,0.074999996,0.0967,0.1055,0.15309797,2.4933845e-06,3.513046e-05,0.0032,0.066599995,0.081999995,0.0611,0.053999998,0.085599996,0.076299995,0.0645,0.0673,0.2665066,-0.16897509,-0.06088865,-0.10132158,0.099242955,-0.10132158,0.10637364,0.91658765,1.2893333,0.80209696,0.0085921995,-0.08709757,0.19444445,0.9027778,0.67443395,0.4548611,0.49950346,3.2638888,1.4976143,-1058035.0,-302075.0,2024-01-01,0
4,0.0581,0.0744,0.099599995,0.1114,0.15655662,2.3902892e-06,3.564061e-05,0.0032,0.067099996,0.078999996,0.060399998,0.053999998,0.084,0.0742,0.0642,0.067099996,0.29685682,-0.19913886,-0.0849673,-0.123018876,0.09353134,-0.123018876,0.12738478,0.89407533,1.3387096,0.7830189,-0.0013459178,-0.11196524,0.125,0.9375,0.7769713,0.6036844,0.56436974,3.1736112,1.1490346,-1058075.0,-302055.0,2024-01-01,0
4,0.059899997,0.0756,0.0994,0.1114,0.15911904,2.291137e-06,3.278334e-05,0.0033,0.0654,0.0982,0.0607,0.0546,0.078899994,0.0731,0.0639,0.0661,0.29459617,-0.19144386,-0.11497479,-0.11586717,0.09654947,-0.11586717,0.12271316,0.89228004,1.3148148,0.8194254,-0.016812358,-0.11397524,0.11111111,0.9444444,0.6905446,0.47685185,0.7381818,3.3055556,1.3762791,-1058115.0,-302045.0,2024-01-01,0
4,0.0614,0.072299995,0.1002,0.1083,0.15793213,2.3323744e-06,3.612261e-05,0.0032,0.065,0.078499995,0.0607,0.0545,0.0836,0.0718,0.0638,0.066199996,0.2816568,-0.19933559,-0.09031555,-0.081525765,0.10918383,-0.081525765,0.11205153,0.92520773,1.3858922,0.8551532,-0.003469768,-0.07773698,0.055555556,0.9722222,0.9045922,0.818287,0.57014924,3.0694444,0.6114695,-1058045.0,-302035.0,2024-01-01,0
4,0.0596,0.072299995,0.1037,0.1099,0.15995792,1.5685558e-06,3.2753833e-05,0.0033,0.066,0.0687,0.0625,0.0568,0.0894,0.072299995,0.0656,0.067099996,0.27494198,-0.20636666,-0.074054874,-0.09628503,0.107175305,-0.09628503,0.120214894,0.9435851,1.4343016,0.8243431,0.0,-0.058068722,0.875,0.8625,0.56579113,0.3201196,0.68019176,2.8819444,2.1337914,-1057995.0,-302015.0,2024-01-01,0
8,0.0554,0.0635,0.0892,0.0893,0.13714027,8.805394e-07,3.0356203e-05,0.0033,0.061199997,0.0673,0.0587,0.0539,0.0817,0.0655,0.060999997,0.0626,0.20675676,-0.16884816,-0.043885317,-0.068124495,0.0977326,-0.068124495,0.08452802,0.99888015,1.4047244,0.84580153,0.015503849,-0.0011204795,1.0,0.9,0.77802575,0.6053241,0.62451106,0.5416667,1.1351457,-1057975.0,-301965.0,2024-01-01,0
4,0.0591,0.0713,0.089499995,0.0981,0.15328553,1.7022162e-06,3.5083965e-05,0.003,0.0629,0.0673,0.0592,0.0528,0.082499996,0.0712,0.061899997,0.063999996,0.24729815,-0.15820542,-0.04069767,-0.0935583,0.093728915,-0.0935583,0.09516746,0.9123343,1.2552594,0.8300562,-0.0007017663,-0.09174877,0.6111111,0.84248364,0.5347673,0.28597608,0.47549668,3.4722223,2.0955374,-1057885.0,-302085.0,2024-01-01,0
4,0.059699997,0.071899995,0.0991,0.106,0.1585061,1.1043608e-06,3.503631e-05,0.0030999999,0.0645,0.0668,0.061199997,0.0546,0.085099995,0.070599996,0.0642,0.066199996,0.2679426,-0.19168076,-0.07600438,-0.09270515,0.10342985,-0.09270515,0.111363314,0.9349057,1.3783033,0.84560907,-0.009122806,-0.067309596,0.9027778,0.79665035,0.48012182,0.23051697,0.77940655,3.0486112,2.4381528,-1057875.0,-302065.0,2024-01-01,0
4,0.0569,0.068799995,0.0973,0.104499996,0.15206945,1.1471808e-06,3.361287e-05,0.0030999999,0.0616,0.0665,0.0592,0.053799998,0.0832,0.0678,0.0618,0.063599996,0.27672568,-0.20600116,-0.07811634,-0.09466983,0.09926348,-0.09466983,0.115325406,0.93110055,1.4142443,0.839233,-0.007320605,-0.071388006,1.1666666,0.7647059,0.42275643,0.17872299,0.7878788,2.5,2.6486354,-1057855.0,-302065.0,2024-01-01,0
4,0.0567,0.0694,0.0862,0.0931,0.14928012,1.7712205e-06,3.3764307e-05,0.003,0.0625,0.0854,0.058399998,0.0525,0.0742,0.072299995,0.061899997,0.063999996,0.22904292,-0.14584616,-0.07481298,-0.10071371,0.087527215,-0.10071371,0.08996053,0.92588615,1.242075,0.7842324,0.020465752,-0.077004,0.7777778,0.8111111,0.5215273,0.27199075,0.58278143,3.1111112,2.2352145,-1057855.0,-302095.0,2024-01-01,0
4,0.0569,0.0683,0.0853,0.091,0.14573248,1.5527903e-06,3.496369e-05,0.003,0.061199997,0.0859,0.0578,0.051999997,0.0735,0.0708,0.060399998,0.0624,0.22311828,-0.1424984,-0.07430729,-0.091054335,0.089425,-0.091054335,0.08455426,0.9373626,1.2489018,0.8036723,0.017972665,-0.06468508,0.6388889,0.83055556,0.5268632,0.27758488,0.577551,3.2222223,2.1625297,-1057865.0,-302095.0,2024-01-01,0
4,0.056599997,0.072299995,0.0905,0.097399995,0.15008037,1.4138341e-06,3.339179e-05,0.0030999999,0.061199997,0.070999995,0.0583,0.052699998,0.0819,0.071899995,0.0609,0.0633,0.25112393,-0.14790808,-0.049883973,-0.121799834,0.085258424,-0.121799834,0.10010721,0.92915815,1.251729,0.78720444,-0.0027739205,-0.073476315,0.8055556,0.8472222,0.63662034,0.4052855,0.47259408,3.0138888,1.8931146,-1057835.0,-302105.0,2024-01-01,0
4,0.0559,0.070199996,0.0929,0.0994,0.15384325,1.1668205e-06,3.313335e-05,0.0030999999,0.0609,0.0638,0.0587,0.0535,0.079799995,0.069299996,0.061499998,0.0632,0.257432,-0.17216983,-0.07585412,-0.11340203,0.089126684,-0.11340203,0.10649408,0.9346077,1.3233619,0.8066379,-0.0064516156,-0.06762843,1.1666666,0.8147059,0.4617925,0.21325232,0.7299035,2.5833333,2.5428493,-1057835.0,-302085.0,2024-01-01,0
4,0.050499998,0.060799997,0.0858,0.0911,0.1367757,1.2818217e-06,3.5173547e-05,0.003,0.055,0.060399998,0.0528,0.0479,0.0743,0.0605,0.0547,0.0568,0.26615703,-0.19947337,-0.071830116,-0.09254268,0.084801756,-0.09254268,0.101785116,0.9418222,1.4111843,0.8347107,-0.0024731874,-0.059938796,1.3472222,0.8244281,0.51200855,0.2621528,0.71581453,2.1597223,2.3635874,-1057815.0,-302085.0,2024-01-01,0
4,0.046499997,0.0583,0.076799996,0.0828,0.10932732,1.9384472e-06,3.3048174e-05,0.0028,0.047,0.0639,0.0449,0.0396,0.068399996,0.0578,0.0468,0.0484,0.29678935,-0.17363572,-0.05785125,-0.11259544,0.07064488,-0.11259544,0.09301347,0.9275362,1.3173242,0.80449826,-0.004306641,-0.07522347,0.6527778,0.8736111,0.743996,0.5535301,0.14534664,2.9930556,1.5607028,-1057815.0,-302115.0,2024-01-01,0
4,0.0433,0.0561,0.075899996,0.0819,0.10457426,2.086675e-06,3.21995e-05,0.0028,0.0458,0.0633,0.044,0.039,0.068399996,0.0552,0.0457,0.047199998,0.30103257,-0.18695654,-0.05197506,-0.12877265,0.06433109,-0.12877265,0.099639915,0.9267399,1.3529412,0.7844203,-0.008086257,-0.07608237,0.8888889,0.85555553,0.72886896,0.53125,0.35062006,2.8055556,1.705447,-1057795.0,-302115.0,2024-01-01,0
4,0.0447,0.054899998,0.0793,0.0853,0.1130444,1.8175214e-06,3.3893873e-05,0.0028,0.0493,0.0634,0.0473,0.0425,0.0713,0.056199998,0.0492,0.0512,0.28657618,-0.21683311,-0.05312086,-0.10240961,0.0729454,-0.10240961,0.10390108,0.9296601,1.4444445,0.7953737,0.011701168,-0.07293627,1.1944444,0.8527778,0.6042864,0.36516204,0.7152318,2.0,1.8867426,-1057785.0,-302095.0,2024-01-01,0
4,0.049599998,0.059899997,0.087699994,0.0928,0.13660665,1.2994557e-06,3.4772627e-05,0.003,0.055099998,0.0603,0.052899998,0.0479,0.0742,0.0607,0.054899998,0.0569,0.2738504,-0.21545516,-0.0833848,-0.09406393,0.08532445,-0.09406393,0.10815147,0.945043,1.4641068,0.8171334,0.0066335187,-0.056524824,1.2361112,0.83194447,0.5417557,0.29349923,0.7374147,1.9791666,2.1530235,-1057805.0,-302085.0,2024-01-01,0
4,0.051099997,0.059899997,0.086399995,0.0902,0.13709232,1.3305932e-06,3.510656e-05,0.003,0.055499997,0.060399998,0.052899998,0.0484,0.0743,0.059699997,0.0547,0.0574,0.2606569,-0.20186545,-0.07529556,-0.07927928,0.088983595,-0.07927928,0.09807623,0.9578713,1.442404,0.85594636,-0.001672238,-0.043041833,1.3472222,0.8244281,0.557462,0.3107639,0.75920147,1.4097222,2.254532,-1057815.0,-302065.0,2024-01-01,0
4,0.0503,0.0602,0.088599995,0.0933,0.13496876,2.3859322e-06,3.7025522e-05,0.003,0.0556,0.061699998,0.0536,0.048,0.0751,0.0618,0.0554,0.057499997,0.2702519,-0.2156352,-0.08246792,-0.08959276,0.087750986,-0.08959276,0.10742477,0.94962484,1.4717607,0.81391585,0.013114763,-0.05168828,1.1388888,0.88055557,0.6181726,0.38213736,0.7431257,1.6388888,1.6406333,-1057765.0,-302095.0,2024-01-01,0
4,0.0492,0.062099997,0.084699996,0.0911,0.12894666,2.8431177e-06,3.522506e-05,0.0029,0.0526,0.0602,0.0501,0.045399997,0.0726,0.0614,0.0528,0.054399997,0.29036826,-0.18929505,-0.07692306,-0.11590296,0.07742673,-0.11590296,0.105284534,0.92974746,1.3639292,0.8013029,-0.0056679915,-0.07284228,1.1111112,0.84444445,0.66811186,0.44637346,0.5348086,2.4861112,1.8889953,-1057775.0,-302115.0,2024-01-01,0
4,0.0462,0.057099998,0.0787,0.084199995,0.112550765,2.6254802e-06,3.6965695e-05,0.0028,0.047399998,0.0585,0.0455,0.040799998,0.0689,0.058599997,0.047599997,0.0491,0.29838088,-0.1917905,-0.06639568,-0.105517894,0.07313256,-0.105517894,0.097177625,0.9346794,1.3782837,0.78839594,0.012964559,-0.0675517,0.9027778,0.8486111,0.5802664,0.3367091,0.50546837,2.4375,2.109403,-1057745.0,-302135.0,2024-01-01,0
4,0.0473,0.0563,0.0801,0.086399995,0.12022724,2.9782414e-06,3.7709484e-05,0.0028,0.049,0.0567,0.0469,0.041899998,0.0683,0.057499997,0.0492,0.0501,0.29632404,-0.21093202,-0.07951481,-0.086872585,0.07898259,-0.086872585,0.099403225,0.9270834,1.4227353,0.8226087,0.010544797,-0.07571178,1.2083334,0.8125,0.527595,0.2783565,0.6133214,2.1180556,2.3540523,-1057715.0,-302135.0,2024-01-01,0
4,0.047399998,0.0574,0.0844,0.092099994,0.1265552,3.3296883e-06,3.8780945e-05,0.0028,0.050899997,0.0583,0.0488,0.0436,0.0677,0.0572,0.051,0.0521,0.30731013,-0.232107,-0.10979619,-0.09541986,0.080521874,-0.09541986,0.112478584,0.91639525,1.4703833,0.8286713,-0.0017451977,-0.08730751,1.1388888,0.8138889,0.4845212,0.2347608,0.6465094,1.9861112,2.5145078,-1057695.0,-302145.0,2024-01-01,0
4,0.0464,0.0532,0.0817,0.086899996,0.117026635,2.8040438e-06,3.5668025e-05,0.0028,0.047799997,0.056599997,0.0459,0.0415,0.0677,0.0524,0.0475,0.0491,0.30873492,-0.24054244,-0.09370816,-0.06827309,0.08341635,-0.06827309,0.10303581,0.9401611,1.5357143,0.88549614,-0.0075757448,-0.061704025,1.1388888,0.8472222,0.5603095,0.31394675,0.7145896,1.8194444,2.1271155,-1057715.0,-302125.0,2024-01-01,0
4,0.0449,0.055499997,0.0805,0.0871,0.114351034,2.8786808e-06,3.6298337e-05,0.0028,0.0481,0.0581,0.046099998,0.042,0.069,0.0546,0.048299998,0.0499,0.30780783,-0.2215989,-0.07692309,-0.105577655,0.07330621,-0.105577655,0.107609995,0.92422503,1.4504505,0.8223443,-0.008174356,-0.0787997,1.2083334,0.84583336,0.5885186,0.34635416,0.668983,2.0347223,2.0039914,-1057745.0,-302115.0,2024-01-01,0
7,0.107499994,0.12529999,0.1235,0.14899999,0.12835146,1.0633408e-06,1.49528305e-05,0.003,0.094,0.1661,0.0888,0.072,0.070999995,0.1223,0.0932,0.0995,0.2531539,-0.08640175,-0.26992288,-0.07646047,0.1537431,-0.07646047,0.08657706,0.8288591,0.9856345,0.87898606,-0.012116281,-0.18770511,2.3055556,0.7285194,0.4202393,0.17660108,0.76900774,2.8472223,2.9550357,-1057945.0,-302505.0,2024-01-01,0
7,0.2017,0.1539,0.1296,0.1636,0.12562814,7.4276323e-07,1.0489326e-05,0.003,0.1643,0.1301,0.13329999,0.0958,0.0848,0.1646,0.15689999,0.1664,0.102054596,-0.030551182,-0.20895526,0.13442071,0.30383313,0.13442071,-0.068582885,0.79217607,0.84210527,1.225395,0.033594985,-0.23297161,2.5138888,0.78015965,0.48412293,0.234375,0.7690324,2.4513888,2.7102392,-1057965.0,-302485.0,2024-01-01,0
7,0.23279999,0.1629,0.1344,0.17109999,0.10222473,6.6391823e-07,7.6658625e-06,0.0029,0.2382,0.1268,0.1768,0.111999996,0.0814,0.1466,0.2041,0.2243,-0.01638404,-0.024550868,-0.24559776,0.17664896,0.34861085,0.17664896,-0.10591129,0.7855056,0.825046,1.5879946,-0.052665617,-0.24142767,2.6388888,0.8112494,0.53268915,0.28375772,0.759688,2.1527777,2.4999964,-1057975.0,-302475.0,2024-01-01,0
7,0.1525,0.134,0.1274,0.1539,0.16621645,1.3108283e-06,1.5823023e-05,0.0026,0.1595,0.1255,0.1354,0.1002,0.0884,0.1718,0.1568,0.1646,0.06394746,-0.069121204,-0.18072289,0.06457242,0.24700297,0.06457242,0.00272221,0.8278102,0.95074624,0.8876601,0.12361019,-0.18897134,2.4722223,0.81569886,0.5475112,0.2997685,0.7499122,1.875,2.5354044,-1058015.0,-302455.0,2024-01-01,0
7,0.1846,0.1503,0.13319999,0.1673,0.13632193,9.939372e-07,1.0635527e-05,0.0026,0.2017,0.1644,0.17719999,0.122999996,0.0773,0.1793,0.1845,0.2008,-0.028737267,-0.05352646,-0.26555818,0.10241863,0.2861872,0.10241863,-0.03167636,0.79617447,0.8862275,1.0295594,0.08798544,-0.22793694,2.4583333,0.8226433,0.59162426,0.35001928,0.7303628,1.6041666,2.3861184,-1058025.0,-302445.0,2024-01-01,0
7,0.2382,0.13859999,0.1104,0.1481,0.114779636,7.38281e-07,7.2507246e-06,0.0026,0.2429,0.2254,0.1937,0.1257,0.056399997,0.16569999,0.2066,0.2313,-0.13341135,-0.033135723,-0.32374102,0.26433122,0.3679337,0.26433122,-0.15800416,0.7454423,0.79653686,1.4375378,0.08905685,-0.29377756,2.5277777,0.83596027,0.71585065,0.5124421,0.6615528,1.0416666,1.8155781,-1058005.0,-302445.0,2024-01-01,0
7,0.23369999,0.1528,0.12109999,0.15699999,0.11564907,7.2355266e-07,8.681271e-06,0.0026,0.2015,0.1644,0.1776,0.1237,0.077599995,0.17989999,0.1841,0.2006,-0.061566073,-0.013557124,-0.21892302,0.20931436,0.34731334,0.20931436,-0.13378234,0.77133757,0.79253924,1.2990551,0.08145476,-0.25962913,2.4444444,0.82958776,0.70190436,0.49266976,0.63926214,1.0277778,1.9453837,-1058025.0,-302435.0,2024-01-01,0
7,0.1822,0.14729999,0.12709999,0.1619,0.1296251,1.1824995e-06,1.2386408e-05,0.0026,0.1521,0.1653,0.1372,0.1038,0.0782,0.1591,0.145,0.1545,0.08258109,-0.047218658,-0.238188,0.10591809,0.2769715,0.10591809,-0.03754488,0.7850525,0.8628649,1.1451918,0.038511768,-0.24200472,2.3888888,0.7951483,0.5440652,0.29600695,0.7523893,1.8472222,2.6459813,-1058045.0,-302435.0,2024-01-01,0
7,0.1266,0.1219,0.1188,0.1417,0.12506342,1.0903238e-06,1.1755414e-05,0.0026,0.1442,0.16749999,0.14,0.0993,0.078099996,0.12529999,0.1285,0.1399,0.006034785,-0.07511381,-0.20670393,0.018913472,0.20124096,0.018913472,0.030967688,0.83839095,0.9745693,1.0103751,0.013754007,-0.17627077,1.9166666,0.7896305,0.41701373,0.17390047,0.7948379,2.6527777,3.1821613,-1058075.0,-302425.0,2024-01-01,0
7,0.21669999,0.1547,0.1278,0.16659999,0.13829893,9.607434e-07,1.0042291e-05,0.0026999998,0.21249999,0.1331,0.1734,0.120299995,0.086899996,0.1855,0.19649999,0.2111,-0.020000033,-0.03703702,-0.1904984,0.16693589,0.32623905,0.16693589,-0.08818292,0.7671069,0.8261151,1.168194,0.09053498,-0.26512915,2.5555556,0.8220714,0.6437766,0.4144483,0.72763157,1.4444444,2.0822277,-1057995.0,-302455.0,2024-01-01,0
7,0.20439999,0.1422,0.118499994,0.152,0.12619378,8.4276496e-07,9.747302e-06,0.0028,0.2101,0.1328,0.1671,0.1151,0.0815,0.181,0.1938,0.2085,-0.047320597,-0.033310678,-0.18499997,0.17945758,0.3155238,0.17945758,-0.09539417,0.77960527,0.8333333,1.1292818,0.120049514,-0.24896754,2.7083333,0.8078997,0.49758288,0.24758874,0.7534225,2.4097223,2.5852416,-1057985.0,-302475.0,2024-01-01,0
7,0.1698,0.1398,0.121999994,0.1525,0.121286936,1.0413378e-06,1.0931806e-05,0.003,0.162,0.1317,0.13229999,0.095199995,0.0817,0.163,0.15519999,0.1635,0.07092702,-0.043448534,-0.19783996,0.09689923,0.26033282,0.09689923,-0.032926016,0.79999995,0.87267524,1.0417178,0.07661825,-0.22314364,2.6944444,0.7834716,0.4558011,0.20775463,0.74532324,2.7083333,2.7745094,-1057975.0,-302485.0,2024-01-01,0
7,0.1397,0.137,0.124199994,0.1522,0.13310102,8.9299675e-07,1.237137e-05,0.003,0.1638,0.1309,0.13319999,0.096,0.0837,0.16409999,0.1565,0.1656,0.06657327,-0.052558795,-0.19480518,0.009757864,0.20602795,0.009757864,0.024795115,0.8160315,0.90656936,0.8513102,0.09000331,-0.2033023,2.5416667,0.76627076,0.43501276,0.1892361,0.7433155,3.0208333,2.88023,-1057965.0,-302495.0,2024-01-01,0
7,0.1955,0.12619999,0.1055,0.1361,0.10065986,8.8038445e-07,8.2375545e-06,0.003,0.2296,0.1644,0.17009999,0.1074,0.0704,0.14209999,0.1934,0.2193,-0.11103853,-0.037743058,-0.19954519,0.21541815,0.31215295,0.21541815,-0.11166825,0.7751653,0.8359747,1.3757918,0.059262026,-0.25467896,2.0833333,0.77741325,0.5483913,0.30073303,0.7945831,1.8888888,2.5125244,-1057935.0,-302495.0,2024-01-01,0
7,0.2329,0.1567,0.1245,0.1626,0.12589207,6.9617033e-07,9.635422e-06,0.0029,0.2104,0.132,0.16929999,0.117199995,0.0848,0.1827,0.1943,0.20879999,-0.020186786,-0.018477907,-0.18967989,0.1955852,0.34336543,0.1955852,-0.121904545,0.7656827,0.7945118,1.2747674,0.07660576,-0.26698744,2.6805556,0.8217886,0.58325064,0.34018132,0.74997973,1.8541666,2.2747908,-1057985.0,-302465.0,2024-01-01,0
7,0.162,0.1287,0.1099,0.1406,0.11644602,9.56887e-07,1.03450675e-05,0.0026,0.1443,0.1679,0.141,0.0991,0.0774,0.12539999,0.12879999,0.1399,-0.0014204786,-0.044188615,-0.17351842,0.11455107,0.24893013,0.11455107,-0.04182755,0.78165007,0.8539238,1.2918661,-0.012987057,-0.24634814,2.1111112,0.7904475,0.47527608,0.22588734,0.7861832,2.2222223,2.986512,-1058065.0,-302425.0,2024-01-01,0
