,cc_id,nir,red,blue,green,emad,smad,bcmad,count,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,cai,ndvi,evi,savi,ndwi,mndwi,ndti,b_g,b_r,mci,ndci,ln_bg,glcm_contrast,glcm_homogeneity,glcm_entropy,glcm_energy,glcm_correlation,glcm_mean
20,2,0.0338,0.083299994,0.103199996,0.1293,0.08017532,1.8791019e-06,1.6913953e-05,0.0039,0.0301,0.0642,0.0243,0.0187,0.089899994,0.0931,0.0336,0.038,-0.068876244,-0.4227156,0.001579786,-0.4227156,0.23071223,0.68359375,-0.2163688,0.7981438,1.2388955,0.3630505,0.05555557,-0.22546649,141.80952,0.1828327,6.0351744,0.12931882,0.29075536,74.833336
21,2,0.0297,0.0755,0.0958,0.118999995,0.065660335,1.3916463e-06,1.48638255e-05,0.0037999998,0.021699999,0.105,0.0262,0.0178,0.100099996,0.081,0.024799999,0.028099999,0.021949967,-0.4353612,-0.0016356958,-0.4353612,0.22112085,0.6391184,-0.22365038,0.805042,1.2688742,0.36666667,0.035143793,-0.21686079,301.59525,0.22983423,5.9875555,0.13149239,0.78155446,78.4881
22,2,0.03,0.0823,0.1025,0.1281,0.06999784,1.3604879e-06,1.5431051e-05,0.0039,0.0265,0.107099995,0.0212,0.0168,0.099999994,0.0933,0.0308,0.035299998,-0.012345705,-0.4657168,-0.00966824,-0.4657168,0.23901518,0.716008,-0.21768059,0.8001562,1.2454435,0.3215434,0.06264237,-0.22294836,284.7381,0.1946742,6.0351744,0.12710807,0.47828364,73.416664
23,2,0.0254,0.0799,0.1041,0.1293,0.07066136,1.3776838e-06,1.569442e-05,0.0039999997,0.0273,0.1091,0.021499999,0.017099999,0.1002,0.0932,0.0315,0.0361,-0.01908957,-0.5175689,-0.022650363,-0.5175689,0.25462365,0.7148542,-0.23613769,0.8051044,1.3028786,0.2725322,0.07683421,-0.21678333,53.166668,0.16725326,5.9457726,0.13883218,0.8150198,67.36905
24,2,0.0391,0.0738,0.0859,0.107,0.08178456,3.2541543e-06,2.0937208e-05,0.0042,0.0263,0.0633,0.0277,0.019399999,0.0802,0.0782,0.0312,0.036,-0.034316674,-0.30735165,0.02859189,-0.30735165,0.16889253,0.5887157,-0.18362835,0.80280375,1.1639566,0.5,0.028947368,-0.21964498,951.8333,0.14377515,6.0206594,0.1367753,0.59858817,72.65476
25,2,0.0513,0.0761,0.0863,0.1078,0.116263464,3.0867934e-06,2.5964111e-05,0.003,0.045199998,0.16399999,0.0308,0.0241,0.0729,0.1043,0.0508,0.0579,-0.08417088,-0.19466248,0.060593743,-0.19466248,0.13742462,0.5555556,-0.17237629,0.8005566,1.1340342,0.49185044,0.15631929,-0.22244807,7.071429,0.27473313,5.69554,0.14580296,0.7175624,59.86905
26,2,0.051,0.0822,0.0893,0.1135,0.1149457,2.9803723e-06,2.8207742e-05,0.003,0.039,0.07,0.027099999,0.022,0.0757,0.100099996,0.0457,0.051,-0.08242424,-0.23423424,0.051803987,-0.23423424,0.15063292,0.6145093,-0.1599387,0.7867841,1.0863748,0.50949055,0.098189786,-0.23980136,9.333333,0.28412983,5.6479206,0.14773421,0.46859467,60.833332
27,2,0.0565,0.0733,0.084699996,0.1072,0.12044637,4.6044406e-06,3.1124782e-05,0.0030999999,0.046699997,0.054399997,0.0321,0.0265,0.0782,0.1041,0.0521,0.058799997,-0.03990177,-0.12942988,0.07891528,-0.12942988,0.12235861,0.5391242,-0.18781163,0.7901119,1.1555252,0.5427474,0.17361894,-0.23558071,59.57143,0.26498199,5.7791057,0.14384578,0.62246174,63.285713
28,2,0.027999999,0.064899996,0.0827,0.1024,0.07108771,3.4018874e-06,2.2335951e-05,0.003,0.0224,0.026899999,0.0198,0.0167,0.0704,0.0712,0.024699999,0.027999999,-0.08033965,-0.3972013,0.0063977977,-0.3972013,0.19026358,0.67594105,-0.22414826,0.8076172,1.2742682,0.39325842,0.04628951,-0.21366711,6.928571,0.35185015,5.5944657,0.15058465,0.44979405,60.464287
29,2,0.0263,0.063999996,0.0854,0.1046,0.071433514,4.255038e-06,2.2866225e-05,0.0030999999,0.0246,0.0313,0.021599999,0.0184,0.0733,0.0731,0.0268,0.030199999,-0.07624452,-0.41749722,0.0022733274,-0.41749722,0.20005797,0.65768623,-0.24080667,0.8164436,1.3343751,0.35978112,0.06637495,-0.20279743,7.928571,0.3265754,5.6420846,0.14869043,0.42485863,60.511906
30,2,0.0495,0.0778,0.089099996,0.111499995,0.11528538,4.080254e-06,2.8926599e-05,0.0030999999,0.0396,0.0536,0.028099999,0.0231,0.0774,0.099,0.045399997,0.050499998,-0.07027025,-0.2223095,0.05418313,-0.2223095,0.15031578,0.5974212,-0.17802428,0.79910314,1.1452442,0.5,0.11990951,-0.22426526,6.4761906,0.2933606,5.5886297,0.15521911,0.6833352,60.52381
31,2,0.041699998,0.0773,0.090799995,0.1147,0.100890495,3.048837e-06,2.5493302e-05,0.0030999999,0.0346,0.0545,0.0256,0.0219,0.077199996,0.0962,0.039699998,0.0449,-0.08095238,-0.29915968,0.03268648,-0.29915968,0.1783778,0.6350677,-0.19479166,0.7916303,1.1746442,0.43347192,0.10893372,-0.23366076,9.0,0.3356058,5.5886297,0.15152287,0.7478239,63.47619
32,2,0.0286,0.0667,0.087299995,0.1069,0.07572438,3.860116e-06,2.2142216e-05,0.0030999999,0.023699999,0.0537,0.0212,0.018199999,0.0752,0.073699996,0.0264,0.0295,-0.07446152,-0.3997901,0.0062011587,-0.3997901,0.19842483,0.6690086,-0.23156685,0.81665105,1.3088455,0.38805974,0.049857546,-0.20254338,11.5,0.26776353,5.48709,0.15882933,0.4377105,61.988094
33,2,0.0274,0.055,0.078,0.0911,0.07252185,3.8821518e-06,2.3562892e-05,0.0053,0.0255,0.0347,0.022699999,0.0199,0.0779,0.0677,0.0267,0.030299999,-0.00064144767,-0.33495146,0.01747799,-0.33495146,0.16644755,0.60105455,-0.24709104,0.856202,1.4181819,0.40472674,0.10350447,-0.15524894,16.333334,0.20771106,6.0648203,0.12710807,0.7297693,60.57143
34,2,0.0453,0.0633,0.0647,0.080699995,0.08878816,3.978747e-06,2.3366332e-05,0.0042999997,0.0405,0.0493,0.029199999,0.021,0.0659,0.0765,0.0412,0.0459,0.009188346,-0.16574585,0.053146783,-0.16574585,0.09124763,0.4686078,-0.120833315,0.80173486,1.0221169,0.5921569,0.094420604,-0.22097732,99.809525,0.21037923,6.106603,0.12371791,0.6536464,44.095238
35,2,0.0374,0.054199997,0.0589,0.0705,0.0891244,4.5898378e-06,2.3646398e-05,0.0053,0.0409,0.0526,0.0296,0.021399999,0.0637,0.0729,0.0415,0.0466,0.03915171,-0.18340608,0.042677965,-0.18340608,0.088200785,0.4085914,-0.13071375,0.83546096,1.0867159,0.51303154,0.14712825,-0.17977166,29.142857,0.19769408,5.963746,0.13041013,0.6562901,38.714287
36,2,0.0515,0.063599996,0.0646,0.079399996,0.09997211,5.1572233e-06,2.448415e-05,0.005,0.0425,0.0554,0.031,0.0229,0.068399996,0.075899996,0.044099998,0.049,0.02857141,-0.10512595,0.06868017,-0.10512595,0.07128501,0.43840578,-0.11048951,0.81360203,1.0157233,0.67852443,0.08817205,-0.20628393,160.61905,0.19914438,5.88018,0.14285715,0.55490273,42.595238
37,2,0.033099998,0.0508,0.0579,0.067499995,0.073552854,3.9542256e-06,2.2748996e-05,0.0053,0.029199999,0.0545,0.024699999,0.019299999,0.062,0.0576,0.029299999,0.0337,0.03419515,-0.21096545,0.0353566,-0.21096545,0.09293075,0.46420822,-0.14116651,0.85777783,1.1397638,0.57465273,0.062730625,-0.15341015,16.380953,0.29844734,5.689704,0.15058465,0.38025993,36.214287
38,2,0.0295,0.0492,0.0602,0.0698,0.07283146,3.836e-06,2.403453e-05,0.0053,0.028199999,0.054399997,0.023799999,0.0187,0.062099997,0.056399997,0.028199999,0.0326,0.015535558,-0.25031763,0.028114986,-0.25031763,0.109137855,0.49145296,-0.17310923,0.8624642,1.2235773,0.52304965,0.068181805,-0.14796165,7.1666665,0.3306449,5.612439,0.15058465,0.68954974,36.86905
39,2,0.0277,0.0482,0.0682,0.0773,0.07060271,4.0102987e-06,2.5240024e-05,0.0053999997,0.0254,0.057,0.023,0.018199999,0.0624,0.0503,0.0246,0.0277,-0.044410422,-0.27009222,0.026136084,-0.27009222,0.13288705,0.5413758,-0.2318725,0.8822769,1.4149377,0.55069584,0.02131978,-0.12524934,4.3333335,0.40799397,5.3622065,0.16919845,0.8366457,40.214287
40,2,0.0242,0.044299997,0.0674,0.0765,0.066712536,4.6343416e-06,2.8031438e-05,0.0053999997,0.023699999,0.0328,0.0222,0.018,0.0607,0.048499998,0.022799999,0.0256,-0.052302897,-0.29343063,0.020650098,-0.29343063,0.14126045,0.55015194,-0.26655632,0.88104576,1.5214448,0.4989691,0.04525863,-0.12664571,5.404762,0.4171809,5.4219627,0.17169292,0.77451134,39.559525
41,2,0.029299999,0.0495,0.0611,0.0713,0.0704894,3.7226705e-06,2.2731005e-05,0.0052,0.028099999,0.0535,0.0235,0.0184,0.061199997,0.0568,0.028299998,0.0326,0.0008176449,-0.25634518,0.027360171,-0.25634518,0.113461986,0.5042194,-0.18046357,0.8569425,1.2343434,0.51584506,0.06867357,-0.1543845,7.1190476,0.325883,5.5468464,0.1561295,0.75612456,37.892857
42,2,0.0383,0.056199998,0.0592,0.070599996,0.086011715,3.868216e-06,2.4193816e-05,0.0056,0.039499998,0.0576,0.0262,0.0199,0.0638,0.0739,0.0407,0.0475,0.03739837,-0.18941797,0.042458408,-0.18941797,0.085908726,0.45867765,-0.113564655,0.83852696,1.0533808,0.5182679,0.13604921,-0.17610855,21.380953,0.29709303,5.814587,0.14677176,0.813337,38.11905
43,2,0.0251,0.0475,0.0624,0.072299995,0.066063374,3.3890783e-06,2.4286423e-05,0.0055,0.0256,0.057499997,0.022699999,0.0184,0.060799997,0.0486,0.023799999,0.027099999,-0.012987021,-0.30853993,0.018109484,-0.30853993,0.12828624,0.5221053,-0.20701165,0.8630706,1.3136842,0.5164609,0.01144641,-0.14725879,4.6666665,0.43796596,5.302915,0.17737696,0.65236485,36.04762
44,2,0.0256,0.048699997,0.0646,0.074,0.06778918,3.0992805e-06,2.4683191e-05,0.0055,0.0256,0.0567,0.022699999,0.0185,0.0603,0.046699997,0.024,0.0273,-0.034427527,-0.31090173,0.018360732,-0.31090173,0.13099925,0.5305068,-0.206194,0.87297297,1.3264887,0.54817986,-0.020964365,-0.1358507,3.3809524,0.4490196,5.0857863,0.19269541,0.7568493,36.0
45,2,0.0235,0.0416,0.0641,0.072299995,0.066959046,4.155892e-06,2.700237e-05,0.0055,0.024899999,0.030499998,0.022699999,0.0189,0.059499998,0.042999998,0.0229,0.025899999,-0.037216827,-0.27803382,0.02164447,-0.27803382,0.13304007,0.5221053,-0.26953465,0.8865837,1.5408653,0.54651165,0.016548434,-0.12037976,4.8095236,0.46528473,5.4039893,0.17496355,0.61078995,37.5
46,2,0.0276,0.0524,0.07,0.082899995,0.07696294,3.9489296e-06,2.5662486e-05,0.0052,0.027199998,0.0548,0.022799999,0.018199999,0.064899996,0.0607,0.027199998,0.0309,-0.037805814,-0.31,0.020318234,-0.31,0.14664511,0.56859034,-0.22542495,0.84439087,1.3358779,0.45469522,0.07338637,-0.16913979,4.1666665,0.40987933,5.3622065,0.16235931,0.78288805,42.892857
47,2,0.035099998,0.0591,0.0705,0.0852,0.0797448,4.157269e-06,2.2442766e-05,0.0053,0.0287,0.0567,0.022599999,0.018199999,0.0664,0.0691,0.030199999,0.0348,-0.029948883,-0.25477707,0.03327719,-0.25477707,0.13048111,0.58070505,-0.18087317,0.8274648,1.1928935,0.5079594,0.07800314,-0.18938869,3.7619047,0.40680596,5.48709,0.15703459,0.772428,47.142857
48,2,0.0335,0.057099998,0.0686,0.0826,0.08066842,4.018649e-06,2.5866186e-05,0.0052,0.028099999,0.0541,0.023799999,0.0191,0.0654,0.062699996,0.0284,0.031999998,-0.023880612,-0.26048562,0.030930832,-0.26048562,0.12886381,0.55263156,-0.18253401,0.8305085,1.2014011,0.5342903,0.04674456,-0.18571715,3.2380953,0.4237449,5.3320956,0.16495723,0.85544366,43.45238
49,2,0.024799999,0.048699997,0.0704,0.081599995,0.068649545,4.795274e-06,2.6048458e-05,0.0053999997,0.0241,0.0338,0.0223,0.018299999,0.059699997,0.0587,0.024699999,0.0278,-0.08224445,-0.32517007,0.016856784,-0.32517007,0.15177843,0.5707411,-0.25249425,0.86274517,1.4455853,0.4224872,0.09310988,-0.1476359,2.857143,0.45714286,4.9487653,0.20619653,0.7744361,44.0
50,2,0.024699999,0.0486,0.0704,0.0813,0.06915283,4.982877e-06,2.5373536e-05,0.0055,0.0245,0.0357,0.0223,0.0187,0.060999997,0.058799997,0.0253,0.0287,-0.071537316,-0.3260573,0.016681466,-0.3260573,0.15135731,0.5694981,-0.2517321,0.86592865,1.4485596,0.42006803,0.094972044,-0.14395276,3.7380953,0.44728217,5.255296,0.18210784,0.8742023,41.607143
51,2,0.0255,0.0479,0.0705,0.0805,0.071419746,4.888916e-06,2.7866443e-05,0.0055,0.0253,0.035499997,0.0233,0.0189,0.0613,0.049399998,0.0241,0.027099999,-0.06980275,-0.30517712,0.020212969,-0.30517712,0.14707866,0.5510597,-0.2538941,0.8757764,1.4718163,0.51619434,0.015416233,-0.13264446,3.1190476,0.4580586,5.2849417,0.17896782,0.79680544,42.559525
52,2,0.0284,0.0517,0.0729,0.0848,0.076651454,4.731601e-06,2.5554635e-05,0.0053,0.025799999,0.0324,0.022599999,0.0191,0.059299998,0.0722,0.030499998,0.033,-0.10287443,-0.29088637,0.024373304,-0.29088637,0.14881596,0.5791434,-0.24249083,0.8596698,1.410058,0.3933518,0.16545603,-0.15120691,9.142858,0.3831185,5.654222,0.16409582,0.8017845,41.642857
53,2,0.0289,0.052699998,0.0751,0.0865,0.07954777,4.7867475e-06,2.5124466e-05,0.0053,0.024999999,0.0323,0.021699999,0.018099999,0.0591,0.0708,0.029399998,0.031999998,-0.11922503,-0.29166666,0.0250048,-0.29166666,0.15136695,0.5988909,-0.24281608,0.8682081,1.4250474,0.4081921,0.14655872,-0.14132385,11.357142,0.3383946,5.363287,0.18747638,0.66303074,43.13095
54,2,0.0231,0.049,0.0709,0.0835,0.0650339,4.498264e-06,2.4104203e-05,0.0052,0.022,0.029399998,0.020399999,0.0169,0.060599998,0.056399997,0.022499999,0.0254,-0.078327015,-0.3592233,0.011141533,-0.3592233,0.16133781,0.6073147,-0.26037738,0.84910184,1.4469389,0.40957448,0.07020872,-0.16357614,9.357142,0.3690821,5.344233,0.17086548,0.59318274,44.607143
55,2,0.0221,0.047399998,0.0708,0.0827,0.06397598,4.0162054e-06,2.4660121e-05,0.0052,0.0212,0.029199999,0.0198,0.0165,0.060999997,0.055099998,0.0218,0.024699999,-0.0743551,-0.36402875,0.010122506,-0.36402875,0.1624189,0.61365855,-0.27132976,0.8561064,1.493671,0.40108895,0.075121954,-0.15536061,5.0238094,0.39216763,5.3563704,0.16495723,0.6149886,45.607143
56,2,0.0244,0.050499998,0.072799996,0.085499994,0.06698374,4.3729156e-06,2.4643468e-05,0.0052,0.022,0.0296,0.020399999,0.0169,0.0605,0.0563,0.022499999,0.0254,-0.09227304,-0.3484646,0.013437418,-0.3484646,0.16220635,0.61473095,-0.25735292,0.851462,1.4415841,0.43339252,0.05430713,-0.16080041,8.523809,0.3897048,5.065435,0.19849205,0.5436999,44.42857
57,2,0.029399998,0.049799997,0.0703,0.0821,0.074026264,4.600036e-06,2.4870149e-05,0.0052,0.0244,0.030399999,0.021399999,0.0179,0.0583,0.0709,0.029,0.0314,-0.093312584,-0.25757575,0.029589856,-0.25757575,0.13949136,0.58647346,-0.24488248,0.8562729,1.4116466,0.41466853,0.17481361,-0.15516618,11.285714,0.29938364,5.782564,0.14869043,0.7919358,41.214287
58,2,0.0221,0.0394,0.0667,0.074499995,0.059743628,3.808212e-06,2.5609525e-05,0.0050999997,0.0224,0.024799999,0.0207,0.0178,0.060099997,0.048699997,0.0234,0.026099999,-0.05205047,-0.28130084,0.020903395,-0.28130084,0.14263664,0.565126,-0.30816504,0.89530206,1.6928933,0.4537988,0.10556183,-0.11059412,11.357142,0.32037404,5.725651,0.14677176,0.8047016,37.583332
59,2,0.0256,0.0405,0.063,0.0685,0.06832002,5.146715e-06,2.9083696e-05,0.0052,0.024,0.0276,0.0219,0.0185,0.059699997,0.0589,0.026999999,0.0296,-0.026894895,-0.22541605,0.029518899,-0.22541605,0.11733613,0.5154867,-0.2568807,0.9197081,1.5555556,0.43463498,0.18511066,-0.083698966,14.047619,0.2555755,5.9219627,0.13363062,0.7297297,39.5
60,2,0.0219,0.0335,0.06,0.0642,0.06511947,5.419308e-06,2.8415447e-05,0.0052,0.0231,0.027999999,0.021399999,0.018,0.058599997,0.057499997,0.025999999,0.0285,-0.011804396,-0.2093863,0.027493853,-0.2093863,0.117495425,0.50000006,-0.3142272,0.93457943,1.7910447,0.3808696,0.26373622,-0.067658655,12.023809,0.31598565,5.8981533,0.1367753,0.746175,38.79762
61,2,0.022499999,0.0327,0.07,0.073,0.06589399,5.3343115e-06,2.967394e-05,0.0053,0.0231,0.028299998,0.023,0.0198,0.061199997,0.0416,0.0229,0.024699999,-0.067073196,-0.18478261,0.03394839,-0.18478261,0.13775358,0.5208333,-0.38126773,0.95890415,2.140673,0.54086536,0.11978468,-0.041964162,8.404762,0.40010408,5.820889,0.14285715,0.7582251,38.607143
62,2,0.026099999,0.0356,0.0689,0.072799996,0.076727934,5.677378e-06,3.092677e-05,0.0055,0.0245,0.0327,0.0246,0.021499999,0.0625,0.0363,0.024,0.026099999,-0.04870622,-0.15397084,0.041012514,-0.15397084,0.12656595,0.49486652,-0.3431734,0.9464286,1.9353932,0.7190082,0.009735754,-0.05505975,10.285714,0.29905903,5.8505344,0.14285715,0.7154061,40.02381
63,2,0.026099999,0.0346,0.068799995,0.0713,0.07787492,6.114301e-06,3.2361684e-05,0.0056,0.0265,0.0343,0.026099999,0.022699999,0.0681,0.044499997,0.0264,0.0288,-0.0051131994,-0.14003299,0.042705856,-0.14003299,0.12285041,0.46406576,-0.34655333,0.9649368,1.9884391,0.58651686,0.12515798,-0.035692677,12.809524,0.24915308,5.797079,0.14186162,0.509252,41.142857
64,2,0.0262,0.0471,0.0709,0.0827,0.07680472,4.0445716e-06,2.7549624e-05,0.0053999997,0.0251,0.030299999,0.023,0.02,0.0667,0.0568,0.0256,0.0284,-0.030523283,-0.28512958,0.0236793,-0.28512958,0.1502738,0.56480604,-0.27426812,0.8573156,1.5053079,0.46126762,0.093359,-0.15394917,9.119047,0.30812237,5.969582,0.13149239,0.8449415,46.892857
65,2,0.0243,0.049,0.0738,0.0866,0.07369969,4.3643863e-06,2.8288949e-05,0.0053999997,0.0252,0.0301,0.0232,0.02,0.066199996,0.053099997,0.0251,0.0275,-0.054285735,-0.33697134,0.015363496,-0.33697134,0.16508515,0.5774135,-0.27728614,0.852194,1.5061225,0.45762715,0.040156696,-0.15994106,9.690476,0.3189821,5.802915,0.14085904,0.8466706,46.416668
66,2,0.0263,0.051099997,0.070999995,0.083399996,0.076272264,3.8456797e-06,2.6393443e-05,0.0056,0.025899999,0.0431,0.023699999,0.0202,0.0665,0.053,0.024699999,0.0279,-0.032727234,-0.3204134,0.018303355,-0.3204134,0.15164366,0.557423,-0.2401487,0.8513189,1.3894324,0.49622643,0.018251704,-0.16096848,10.976191,0.3703691,5.7135134,0.15152287,0.8509899,47.25
67,2,0.0274,0.067,0.0824,0.1034,0.074215546,3.3580184e-06,2.4705958e-05,0.0041,0.024899999,0.041699998,0.023,0.019399999,0.0703,0.0707,0.0263,0.029299999,-0.07924036,-0.4194915,0.0018486513,-0.4194915,0.19421618,0.636076,-0.21361502,0.7969052,1.2298508,0.38755307,0.026869977,-0.22701952,10.976191,0.3642411,6.011365,0.13041013,0.82809734,54.75
68,2,0.0268,0.049999997,0.076699995,0.0883,0.0796052,4.4033945e-06,2.8653269e-05,0.0055,0.0256,0.031799998,0.0234,0.020399999,0.067,0.055099998,0.0254,0.028199999,-0.06750169,-0.3020833,0.022619924,-0.3020833,0.16170502,0.58102053,-0.2769342,0.86862963,1.534,0.4863884,0.048525225,-0.14083844,14.738095,0.30002066,5.969582,0.13149239,0.84065706,49.77381
69,2,0.0779,0.0695,0.078,0.091199994,0.09220394,1.7481684e-06,1.4114395e-05,0.0053999997,0.092999995,0.092199996,0.0716,0.049999997,0.0859,0.0918,0.0881,0.0977,0.04820012,0.056987796,0.13765249,0.056987796,0.03180772,0.12039311,-0.1350342,0.85526323,1.1223022,0.8485839,0.13825169,-0.15634598,642.5952,0.15661494,6.154222,0.12140523,-0.052549083,53.63095
70,2,0.0824,0.0673,0.0735,0.0865,0.089609146,1.4063179e-06,1.4164827e-05,0.0053,0.091699995,0.0919,0.0708,0.0497,0.0858,0.0914,0.0871,0.096599996,0.0772128,0.10086842,0.1483502,0.10086842,0.009808666,0.09980927,-0.124837436,0.849711,1.0921248,0.90153176,0.15185885,-0.162859,1352.1666,0.093401484,6.154222,0.12140523,0.58351237,63.654762
71,2,0.07,0.0641,0.0705,0.0837,0.0854896,1.4550924e-06,1.5511558e-05,0.0047,0.0683,0.0892,0.055499997,0.0402,0.0848,0.0969,0.070099995,0.075899996,0.092079826,0.043997042,0.11978182,0.043997042,0.03363177,0.20258623,-0.13261166,0.8422939,1.0998441,0.7223942,0.20372674,-0.17162624,1162.8572,0.09851337,6.2018414,0.11904762,0.8111522,73.52381
72,2,0.0773,0.073,0.0787,0.094799995,0.09288436,1.3814449e-06,1.5626852e-05,0.0046,0.0699,0.0918,0.0567,0.0405,0.0862,0.0989,0.0721,0.0777,0.04548211,0.028609438,0.12999298,0.028609438,0.041643053,0.25148514,-0.12991655,0.8301688,1.0780822,0.78159755,0.15066898,-0.18612625,1187.8096,0.13247246,6.178032,0.12256703,0.8607414,85.97619
73,2,0.1716,0.13599999,0.1201,0.1365,0.107110776,7.2176454e-07,8.230981e-06,0.0046,0.18969999,0.0933,0.1326,0.085,0.0872,0.16229999,0.1804,0.1916,-0.15870717,0.11573475,0.2695864,0.11573475,-0.068092376,0.014492777,-0.0018348936,0.8798535,0.8830883,1.0573014,0.08816628,-0.12799989,1468.0,0.12014808,6.178032,0.12256703,0.83109236,91.690475
74,2,0.070199996,0.0656,0.0729,0.0861,0.091528475,2.3468642e-06,1.8509552e-05,0.0053999997,0.0552,0.093399994,0.0413,0.0319,0.0859,0.0894,0.059899997,0.065799996,0.081864,0.033873312,0.119840786,0.033873312,0.03885881,0.35164836,-0.13513513,0.8466899,1.1112804,0.78523487,0.15354839,-0.16642079,1144.6666,0.08569245,6.225651,0.11785113,0.6062028,62.285713
75,2,0.057299998,0.0587,0.0704,0.081,0.09196509,2.3244797e-06,1.6524831e-05,0.0053999997,0.054899998,0.0928,0.0404,0.0309,0.085099995,0.0888,0.059299998,0.0657,0.094533734,-0.012068978,0.09591604,-0.012068978,0.05976267,0.33443165,-0.15962778,0.8691358,1.1993185,0.6452702,0.2040678,-0.1402559,658.5,0.12251254,6.2018414,0.11904762,0.6177173,59.154762
76,2,0.0638,0.068399996,0.0814,0.0963,0.09332305,1.8462359e-06,1.6736423e-05,0.0053,0.0609,0.0905,0.0444,0.0335,0.085099995,0.0994,0.069299996,0.0729,0.022222195,-0.03479573,0.10547645,-0.03479573,0.07891514,0.36886993,-0.16939892,0.84527516,1.1900586,0.6418511,0.18474376,-0.16809306,30.785715,0.1776734,6.154222,0.12140523,0.695958,51.77381
77,2,0.067,0.0661,0.076299995,0.088199995,0.08213569,1.6112923e-06,1.3766153e-05,0.0053,0.0733,0.1532,0.0535,0.0387,0.0852,0.0972,0.0749,0.081999995,0.055108372,0.0067618354,0.113760024,0.0067618354,0.05190945,0.24488352,-0.14322744,0.86507934,1.1543115,0.6893004,0.190447,-0.14493406,31.190475,0.19620457,6.1304126,0.12485819,0.7179734,53.809525
78,2,0.0839,0.0654,0.068799995,0.081599995,0.080338895,1.2080967e-06,1.3149162e-05,0.0052,0.071899995,0.1522,0.052199997,0.037499998,0.0843,0.0959,0.0735,0.0804,0.10124104,0.1239116,0.15031761,0.1239116,-0.005533955,0.21973093,-0.110204086,0.84313726,1.0519878,0.87486964,0.18908866,-0.17062552,74.14286,0.14748491,6.106603,0.12371791,0.47638723,50.714287
79,2,0.1169,0.0672,0.065,0.076799996,0.06973945,6.1143635e-07,7.741962e-06,0.0055,0.1609,0.1542,0.1064,0.070999995,0.0861,0.107599996,0.139,0.1555,0.13964263,0.26996198,0.21794495,0.26996198,-0.092106804,-0.16157205,-0.06666666,0.8463542,0.9672619,1.0864313,0.23112129,-0.16681734,692.9286,0.13979566,6.178032,0.1202322,-0.034724716,51.82143
