cc_id,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,b_g,b_r,mci,ndci,ln_bg,contrast,homogeneity,energy,ASM,correlation,mean,entropy,y,x
1,0.0635,0.055200000000000006,0.05,0.0548,0.07735709,2.9951036e-06,1.547369e-05,0.066,0.09670000000000001,0.0403,0.028200000000000003,0.0407,0.060200000000000004,0.056600000000000004,0.0649,0.15247108307045215,0.003636363636363677,-0.1025358324145535,0.06992417860151638,0.1015494753358831,0.06992417860151638,-0.073541842772612,0.9124087591240876,0.9057971014492753,1.0548172757475083,0.0433275563258232,-0.0916671885258238,0.375,0.8125,0.53114784,0.28211805,0.85595196,0.8958333,2.4897869,-1957755.0,3099155.0
1,0.0604,0.056600000000000004,0.0509,0.0557,0.08104266,2.780777e-06,1.7640985e-05,0.0621,0.1126,0.0374,0.0269,0.04,0.0616,0.054700000000000006,0.0613,0.19656283566057997,0.00801424755120218,-0.1199119911991199,0.03247863247863246,0.09270807758409033,0.03247863247863246,-0.040482342807924225,0.9138240574506283,0.8992932862190812,0.9805194805194806,0.04230118443316411,-0.09011722337676131,0.29166666,0.8875,0.49505657,0.24508102,0.917591,1.4097222,2.5922575,-1958025.0,3098995.0
1,0.056,0.0574,0.0526,0.0572,0.08438942,2.3721277e-06,2.0223257e-05,0.0575,0.0512,0.038700000000000005,0.030500000000000003,0.049300000000000004,0.0629,0.0541,0.058800000000000005,0.1929092805005213,0.0017452006980802686,-0.03238469087340527,-0.012345679012345666,0.08211551844119694,-0.012345679012345666,0.010600706713780916,0.9195804195804196,0.9163763066202091,0.8903020667726551,0.04571903574397339,-0.08383777864208804,0.15277778,0.9236111,0.7089458,0.5026042,0.58479685,3.2430556,1.3755628,-1957655.0,3099065.0
1,0.0649,0.058600000000000006,0.054,0.059000000000000004,0.114111006,2.1780252e-06,2.5964831e-05,0.0659,0.0845,0.051300000000000005,0.0388,0.0443,0.0663,0.0609,0.06620000000000001,0.0698096101541251,-0.003401360544217666,-0.09867751780264497,0.0510121457489878,0.10247157686604053,0.0510121457489878,-0.04761904761904758,0.9152542372881355,0.9215017064846416,0.9788838612368025,0.06164931945556438,-0.08855339734144518,0.4861111,0.7736111,0.3734536,0.1394676,0.8483709,2.4097223,3.3128788,-1957525.0,3099075.0
1,0.0835,0.0494,0.046,0.0517,0.06519821,8.959591e-07,1.1078858e-05,0.161,0.0949,0.041,0.022000000000000002,0.037200000000000004,0.059300000000000005,0.1174,0.1512,0.11542610571736786,-0.022749752720079165,-0.10576923076923071,0.2565838976674191,0.1539762295873998,0.2565838976674191,-0.23520710059171596,0.8897485493230174,0.9311740890688259,1.4080944350758853,0.09107635694572222,-0.11681638502528846,0.06944445,0.9652778,0.72322315,0.5230517,0.97150886,0.6319444,1.5924541,-1958065.0,3098885.0
1,0.059500000000000004,0.0597,0.0538,0.059000000000000004,0.083601326,2.0936966e-06,1.8308667e-05,0.0614,0.054700000000000006,0.0347,0.0267,0.050100000000000006,0.0653,0.0567,0.0623,0.25933831376734257,0.005897219882055596,-0.03561116458132815,-0.0016778523489932784,0.08780319463616645,-0.0016778523489932784,-0.004219409282700425,0.911864406779661,0.9011725293132328,0.9111791730474733,0.04479999999999995,-0.09226397673798077,0.31944445,0.8402778,0.4266173,0.18200232,0.92893773,2.6736112,3.0339673,-1958045.0,3098735.0
1,0.0748,0.056100000000000004,0.049600000000000005,0.055400000000000005,0.08551898,1.9530476e-06,1.1333938e-05,0.129,0.1741,0.0534,0.0341,0.0357,0.0665,0.0975,0.12010000000000001,0.018382352941176485,0.006278026905829588,-0.16295427901524034,0.14285714285714285,0.12593804117760246,0.14285714285714285,-0.1490015360983103,0.8953068592057762,0.8841354723707665,1.124812030075188,0.08482871125611745,-0.11058876002235625,0.097222224,0.9513889,0.5735792,0.32899305,0.97404134,1.6736112,2.0829945,-1958105.0,3098535.0
1,0.056600000000000004,0.0641,0.058,0.06670000000000001,0.095628366,3.1911254e-06,2.3477418e-05,0.058300000000000005,0.0506,0.0396,0.0303,0.0521,0.0694,0.056100000000000004,0.061000000000000006,0.2549388523047978,-0.019877675840978628,-0.053587647593097205,-0.06213753106876553,0.07692307692307694,-0.06213753106876553,0.08191403081914034,0.8695652173913043,0.9048361934477379,0.8155619596541787,0.0397003745318352,-0.13976194237515874,0.33333334,0.85,0.4828262,0.23312114,0.9268788,3.6111112,3.0368268,-1957295.0,3098715.0
1,0.058,0.0685,0.062400000000000004,0.0698,0.09762163,2.9945195e-06,2.2675466e-05,0.0599,0.0489,0.0385,0.0328,0.0584,0.0734,0.0596,0.06280000000000001,0.28901200369344415,-0.00939985538684017,-0.033112582781456984,-0.08300395256916998,0.07642357642357644,-0.08300395256916998,0.0923317683881064,0.8939828080229227,0.910948905109489,0.7901907356948229,0.03453136011275547,-0.1120687343929447,0.15277778,0.9236111,0.7089458,0.5026042,0.58479685,4.2430553,1.3755628,-1957145.0,3098955.0
1,0.054700000000000006,0.0671,0.0634,0.07100000000000001,0.0834717,3.1371414e-06,2.0970485e-05,0.052000000000000005,0.0419,0.0344,0.029,0.056400000000000006,0.0692,0.053200000000000004,0.056400000000000006,0.3472485768500949,-0.028240405503258514,-0.05843071786310511,-0.10180623973727422,0.07094112853941739,-0.10180623973727422,0.12967382657120127,0.8929577464788732,0.9448584202682562,0.7904624277456649,0.015407190022010204,-0.11321601559813527,0.083333336,0.9583333,0.9048054,0.81867284,0.20588236,4.0555553,0.600985,-1957035.0,3098955.0
1,0.0675,0.0732,0.0632,0.07300000000000001,0.09100969,2.9950975e-06,1.6860698e-05,0.06720000000000001,0.056400000000000006,0.042300000000000004,0.0323,0.058100000000000006,0.079,0.06620000000000001,0.0695,0.2662619254119688,0.0013679890560874956,-0.04204451772464963,-0.04051172707889124,0.0925244504696427,-0.04051172707889124,0.03914590747330964,0.8657534246575342,0.8633879781420766,0.8544303797468354,0.038107752956636,-0.14415513999557938,0.20833333,0.8958333,0.6366961,0.40538195,0.5151515,4.3125,1.6048688,-1957165.0,3098835.0
1,0.0531,0.054400000000000004,0.051000000000000004,0.0543,0.08924965,2.9403627e-06,2.1382417e-05,0.056900000000000006,0.047400000000000005,0.0514,0.0419,0.053000000000000005,0.057800000000000004,0.0529,0.0572,0.027436140018921473,0.0009199632014719675,0.019230769230769246,-0.012093023255813976,0.07858575727181545,-0.012093023255813976,0.011173184357541896,0.9392265193370166,0.9375,0.9186851211072664,0.030303030303030304,-0.06269859421556394,0.16666667,0.9166667,0.5308754,0.2818287,0.88522846,3.1944444,2.3122215,-1957105.0,3099295.0
1,0.0489,0.055,0.0533,0.056100000000000004,0.061486125,2.1826445e-06,1.7304697e-05,0.0482,0.039900000000000005,0.0459,0.0363,0.0511,0.055900000000000005,0.0476,0.050100000000000006,0.1,-0.009900990099009934,-0.021072796934865908,-0.05871029836381137,0.0686820201194914,-0.05871029836381137,0.06857142857142862,0.9500891265597148,0.9690909090909091,0.8747763864042932,0.008115419296663706,-0.05119948135685179,0.29166666,0.8541667,0.5855612,0.34288195,0.6975697,3.5625,2.0874345,-1957255.0,3099145.0
1,0.0478,0.0541,0.0538,0.0563,0.09798218,3.1442046e-06,2.6100477e-05,0.0489,0.046700000000000005,0.0448,0.0367,0.0533,0.056600000000000004,0.0482,0.0512,0.11374876360039568,-0.019927536231884063,-0.00466853408029879,-0.06182531894013739,0.0674992259263082,-0.06182531894013739,0.08165225744476466,0.955595026642984,0.9944547134935304,0.8445229681978799,0.02258355916892504,-0.04542106797790597,0.2638889,0.8680556,0.63305,0.4007523,0.4122449,3.7847223,1.8040142,-1957205.0,3099135.0
1,0.0585,0.0563,0.0531,0.056600000000000004,0.073668964,1.6355394e-06,1.4421652e-05,0.060200000000000004,0.12190000000000001,0.0524,0.0414,0.041100000000000005,0.061900000000000004,0.0563,0.0611,0.038532110091743135,-0.002657218777679377,-0.12738853503184708,0.019163763066202093,0.09012574520314615,0.019163763066202093,-0.016507384882710675,0.9381625441696113,0.9431616341030196,0.9450726978998385,0.04737732656514383,-0.0638320569612441,0.2777778,0.87777776,0.52713776,0.27787423,0.8518519,0.75,2.5073311,-1957275.0,3099225.0
1,0.0489,0.054700000000000006,0.0523,0.0574,0.09529367,2.7055323e-06,2.8824505e-05,0.0531,0.1078,0.033800000000000004,0.0273,0.0437,0.057100000000000005,0.049300000000000004,0.055200000000000006,0.2587719298245614,-0.024085637823371937,-0.08958333333333329,-0.055984555984556046,0.06858912524749962,-0.055984555984556046,0.0799623706491063,0.9111498257839721,0.9561243144424131,0.8563922942206654,0.021466905187835412,-0.09304793225464357,0.31944445,0.85694444,0.49398386,0.24402006,0.8579699,0.8541667,2.5794427,-1957375.0,3099125.0
1,0.0463,0.057800000000000004,0.0523,0.0587,0.0828736,3.1411587e-06,2.911082e-05,0.0455,0.035500000000000004,0.024,0.0195,0.047900000000000005,0.059300000000000005,0.046,0.0489,0.41958887545344625,-0.007725321888412,-0.043912175648702534,-0.11047070124879926,0.057900784333316684,-0.11047070124879926,0.1180952380952381,0.8909710391822827,0.9048442906574393,0.7807757166947723,0.012809564474807867,-0.11544335576317365,0.18055555,0.9097222,0.67607653,0.45707947,0.54285717,3.2708333,1.4852684,-1957955.0,3098805.0
1,0.0557,0.0587,0.055,0.0594,0.07994196,2.2611619e-06,2.1944306e-05,0.0577,0.047900000000000005,0.038200000000000005,0.0297,0.051500000000000004,0.0635,0.0539,0.0579,0.21721311475409832,-0.0059271803556308145,-0.03286384976525818,-0.026223776223776248,0.08092224231464736,-0.026223776223776248,0.032145960034752404,0.9259259259259259,0.9369676320272572,0.8771653543307086,0.039279869067103096,-0.07696104113612832,0.125,0.9375,0.631219,0.3984375,0.74603176,3.5625,1.530639,-1957835.0,3099045.0
1,0.0431,0.0551,0.055,0.061500000000000006,0.08277024,2.3912876e-06,2.44496e-05,0.0407,0.0451,0.0274,0.0228,0.0472,0.0568,0.0426,0.0453,0.3835770528683915,-0.05488850771869642,-0.07632093933463797,-0.12219959266802446,0.0547752808988764,-0.12219959266802446,0.1759082217973232,0.8943089430894308,0.9981851179673321,0.7588028169014084,0.015192135835567472,-0.11170398958000141,0.625,0.75416666,0.31319368,0.098090276,0.85057765,1.7986112,3.6105607,-1957425.0,3098595.0
1,0.048,0.0521,0.0487,0.0558,0.08436795,3.9071438e-06,2.2817723e-05,0.0414,0.1655,0.0296,0.023200000000000002,0.0396,0.0565,0.042,0.0446,0.30679156908665106,-0.034291010194624674,-0.10305775764439408,-0.04095904095904095,0.06821721002662379,-0.04095904095904095,0.07514450867052024,0.8727598566308243,0.9347408829174664,0.8495575221238938,0.04051565377532229,-0.13609483929872118,0.5,0.76666665,0.44801086,0.20071374,0.6085775,0.9861111,2.7682996,-1957705.0,3098515.0
1,0.0449,0.058300000000000005,0.0548,0.061700000000000005,0.098754115,4.1327116e-06,2.8303566e-05,0.045000000000000005,0.1262,0.027600000000000003,0.0233,0.0376,0.0603,0.046400000000000004,0.0507,0.38185890257558797,-0.028333333333333332,-0.18614718614718612,-0.1298449612403101,0.05484395649080004,-0.1298449612403101,0.15759849906191373,0.8881685575364667,0.9399656946826758,0.7446102819237148,0.01686340640809439,-0.11859373695737233,0.41666666,0.80833334,0.429097,0.18412423,0.8235006,1.2638888,3.0188668,-1957965.0,3098385.0
1,0.0483,0.0616,0.059500000000000004,0.0658,0.08916254,3.0556766e-06,2.5115834e-05,0.058300000000000005,0.1464,0.039,0.030600000000000002,0.038700000000000005,0.0645,0.056600000000000004,0.062200000000000005,0.25572519083969464,-0.032967032967032926,-0.21181262729124234,-0.12101910828025478,0.06087582977409562,-0.12101910828025478,0.1533742331288343,0.9042553191489363,0.9659090909090909,0.7488372093023256,0.022997620935765267,-0.10064352577968728,0.30555555,0.86388886,0.45843855,0.21016589,0.9391097,1.4305556,2.9641314,-1958095.0,3098255.0
1,0.0502,0.061500000000000006,0.0562,0.0635,0.10048215,3.767675e-06,2.3751263e-05,0.051300000000000005,0.041100000000000005,0.031900000000000005,0.0268,0.051500000000000004,0.0648,0.0502,0.054200000000000005,0.331236897274633,-0.01599999999999996,-0.04363974001857006,-0.10116383169203226,0.06414753934048312,-0.10116383169203226,0.1169744942832014,0.8850393700787401,0.913821138211382,0.7746913580246915,0.02612826603325408,-0.12212314899900062,0.055555556,0.9722222,0.9179284,0.8425926,0.47058824,3.9444444,0.54589707,-1957725.0,3096045.0
1,0.0618,0.0596,0.0514,0.0577,0.09715147,2.3017615e-06,2.0878682e-05,0.06670000000000001,0.0655,0.045200000000000004,0.031400000000000004,0.046200000000000005,0.0656,0.060000000000000005,0.0664,0.12147716229348879,0.016197783461210563,-0.053278688524590126,0.01812191103789127,0.09178837411741947,0.01812191103789127,-0.03430962343096234,0.8908145580589255,0.8624161073825504,0.9420731707317073,0.04792332268370611,-0.11561900105293442,0.19444445,0.9027778,0.61032146,0.37249228,0.62472075,3.3194444,1.790827,-1958055.0,3096185.0
1,0.06860000000000001,0.0688,0.0584,0.0665,0.11591804,1.9157587e-06,2.8546494e-05,0.0714,0.09140000000000001,0.042800000000000005,0.031200000000000002,0.0471,0.0745,0.067,0.0728,0.21683440073193044,0.0169992609016999,-0.10710900473933646,-0.0014556040756913524,0.09842821544949205,-0.0014556040756913524,-0.015544041450777236,0.8781954887218044,0.8488372093023255,0.920805369127517,0.03977669225401254,-0.1298860578276272,0.16666667,0.9166667,0.6411494,0.41107252,0.9213831,3.4027777,2.1609921,-1958115.0,3096285.0
1,0.0635,0.06470000000000001,0.056600000000000004,0.0641,0.09683059,2.7538895e-06,2.1258762e-05,0.0656,0.07390000000000001,0.040600000000000004,0.0287,0.0489,0.0728,0.0608,0.0664,0.22445081184336196,0.004658385093167726,-0.07298578199052137,-0.00936037441497665,0.09155957943925232,-0.00936037441497665,0.004702194357366797,0.8829953198127926,0.874806800618238,0.8722527472527473,0.058909090909090876,-0.12443537871748706,0.25,0.89166665,0.6171576,0.38088349,0.56886226,3.625,1.7884012,-1957405.0,3095935.0
